iteration	loss	n_p	w_0	w_1	c	ID	y	mean	mean_prob	mode	mode_prob	lb	ub	capture
2668	0.709	30	-1.7331523391656505	-6.813257906062021	0.8940916148009468	3E32_B	5.7	6.59	0.033	5.7	15.348	4.498	9.49	1
2669	1.0	0	-1.7331523391656505	-6.813257906062021	0.8940916148009468	4DOX_B	7.6	6.8	0.311	6.8	0.311	4.693	8.908	1
2670	0.865	14	-1.7331740179427846	-6.813479518704108	0.894550428561991	6YE3_I	7.48	6.623	0.021	5.9	10.245	4.024	10.484	1
2671	0.997	56	-1.7331324137085138	-6.813299387820984	0.8960015972121207	6KHX_J	5.0	6.823	0.257	6.48	0.529	4.217	8.707	1
2672	0.993	1	-1.7331324137085138	-6.813299387820984	0.8967718308337571	6VW9_B	8.5	7.15	0.15	7.5	11.259	5.153	8.438	0
2673	0.993	1	-1.7331324137085138	-6.813299387820984	0.8975405239745985	6R4M_C	5.1	5.4	0.086	4.0	26.742	3.988	8.438	1
2674	0.998	6	-1.7331324137085138	-6.813299387820984	0.8983076841877529	2X1W_O	5.3	6.143	0.039	6.5	17.849	4.582	7.508	1
2675	0.932	14	-1.7331427825762886	-6.813399162597666	0.8989230134759539	3OZ1_D	8.0	7.187	0.02	8.5	9.871	5.193	8.498	1
2676	0.993	3	-1.7331427825762886	-6.813399162597666	0.8996874209777773	4IYJ_B	7.5	8.29	0.041	9.0	2.758	5.713	9.059	1
2677	0.71	37	-1.7331427825910217	-6.8133991627581505	0.9004502928369175	3WIP_J	8.0	6.868	0.008	8.0	15.309	4.988	8.502	1
2678	0.999	4	-1.7331427825910217	-6.8133991627581505	0.9012116154868979	4J9V_B	9.0	7.11	0.06	7.2	10.918	5.933	7.658	0
2679	0.911	589	-1.733172193724318	-6.813567612469128	0.9015281344257107	6H2Z_A	8.5	7.945	0.013	7.8	15.195	6.0	9.002	1
2680	0.916	239	-1.733216127876518	-6.813919115417907	0.9016492296703116	3IC0_D	6.5	6.956	0.137	7.0	13.96	5.798	8.051	1
2681	0.695	19	-1.7332382523218484	-6.813998987418368	0.902027091652415	3ZBU_A	5.5	6.428	0.064	5.5	15.347	4.996	7.928	1
2682	0.499	11	-1.733236807406925	-6.813992098120648	0.9028078762094618	1Z8W_D	4.6	5.867	0.065	4.6	26.03	4.587	8.994	1
2683	0.977	748	-1.7332621552443646	-6.8141154267723705	0.9031750278831305	6RSE_B	5.6	6.851	0.271	5.5	1.149	4.74	8.586	1
2684	0.656	2	-1.7332621552452359	-6.814115426782036	0.9039309344759888	4GON_F	7.0	7.0	18.202	7.0	18.19	5.463	8.128	1
2685	0.755	8	-1.7333724912938557	-6.814479078177804	0.9027054235382529	6SQY_D	7.5	7.417	0.22	7.5	11.251	4.993	8.752	1
2686	0.062	15	-1.7333724913130104	-6.814479078388242	0.9034622324989103	3IKJ_A	4.5	4.644	0.005	4.5	49.042	4.487	5.718	1
2687	1.0	0	-1.7333724913130104	-6.814479078388242	0.9034622324989103	1Y7Y_B	7.0	6.8	0.311	6.8	0.311	4.693	8.908	1
2688	1.0	0	-1.7333724913130104	-6.814479078388242	0.9034622324989103	3SZT_B	7.83	6.8	0.311	6.8	0.311	4.693	8.908	1
2689	0.945	54	-1.7333723930106117	-6.814478079180916	0.9042189575550708	3PXK_B	8.6	7.558	0.005	8.5	17.39	5.503	8.602	1
2690	0.695	19	-1.733362150473839	-6.81444498635508	0.9051584243272451	2Z27_B	6.25	6.725	0.074	6.25	16.205	5.993	8.338	1
2691	0.329	2	-1.7333621504826042	-6.81444498645173	0.905910341717088	2AXU_L	5.0	5.6	0.067	5.0	34.967	4.983	8.128	1
2692	0.99	29	-1.7332653445018082	-6.814074388836914	0.908318583279242	5TMB_A	6.0	7.277	0.21	7.5	3.745	5.1	8.674	1
2693	0.97	100	-1.7333014736506682	-6.8142230411179945	0.9084766891552609	6J7I_B	6.0	7.137	0.079	7.0	11.784	5.933	8.497	1
2694	0.676	15	-1.7333847171325807	-6.815142289376054	0.9080321630036547	4KQ1_D	6.2	6.913	0.019	6.25	13.168	5.893	8.688	1
2695	0.983	10	-1.73333921149515	-6.814971177043482	0.9095435938914147	2HYK_A	8.0	6.1	0.053	5.6	1.334	4.092	8.038	1
2696	0.833	5	-1.7333392117389956	-6.814971179677433	0.910286713064018	3M9Z_A	4.2	5.95	0.082	4.2	7.711	4.186	7.628	1
2697	0.887	8	-1.733339211850082	-6.814971180880836	0.91102838496647	4NIY_H	8.0	6.089	0.03	6.2	11.077	3.997	7.998	0
2698	0.985	64	-1.7332952905095051	-6.814731283223981	0.9123931222868094	2FX3_A	7.8	6.953	0.294	7.5	4.67	4.699	8.506	1
2699	0.899	438	-1.7333239616036829	-6.8149704022642075	0.9127189947365004	3N3I_A	6.2	5.725	0.017	5.5	4.539	4.4	7.479	1
2700	0.948	354	-1.7333223713242607	-6.814964839958413	0.9134832593095045	7LZW_B	8.0	6.69	0.317	6.5	10.3	4.997	8.499	1
2701	0.98	176	-1.73331263089711	-6.8149271221846925	0.9143795746155219	5O2E_B	6.0	6.815	0.187	7.5	7.245	4.912	8.614	1
2702	0.856	13	-1.7333126710444635	-6.814927541771848	0.9151124899423358	4XB4_B	5.5	5.564	0.014	4.5	8.108	4.482	7.698	1
2703	0.962	12	-1.7335570251525836	-6.816103389710136	0.9120829699140003	6AN5_B	8.5	6.942	0.248	5.4	4.339	4.622	9.413	1
2704	0.578	80	-1.7335537867162356	-6.8160866655025565	0.9128702754506338	4GM7_A	6.8	6.683	0.011	6.8	21.65	5.252	8.198	1
2705	0.923	12	-1.7335537867336923	-6.816086665692986	0.9136067369709007	5M4R_E	4.0	5.4	0.013	5.0	11.676	2.187	8.498	1
2706	0.886	8	-1.7335537867345239	-6.8160866657021915	0.9143417770139124	2YGC_C	7.5	5.867	0.027	4.8	29.182	4.783	7.998	1
2707	0.915	14	-1.7340213503174728	-6.819243640162717	0.9083050257958687	6IGY_A	7.5	7.827	0.471	9.5	2.155	4.642	9.521	1
2708	0.594	4	-1.7340213503185724	-6.819243640174921	0.9090506720394457	6YB9_B	6.5	6.96	0.062	6.5	21.755	5.933	8.128	1
2709	0.996	43	-1.7338420251708404	-6.817979113524316	0.9124098189257545	6Y3C_A	7.3	7.207	0.011	6.5	6.671	6.483	8.048	1
2710	0.985	1	-1.7338420251708404	-6.817979113524316	0.9131472555987986	4IRT_A	6.5	5.7	0.108	4.6	8.272	4.56	8.438	1
2711	0.667	86	-1.7338420251737177	-6.817979113556135	0.9138831872770214	6DQC_A	8.9	7.963	0.504	8.9	17.65	7.013	8.903	1
2712	0.981	5	-1.7338813287310222	-6.818100987386262	0.913895482576161	4J15_B	8.0	6.683	0.123	6.2	2.998	4.951	8.984	1
2713	0.932	67	-1.7338430220953411	-6.817845431694232	0.9151885318234445	7PR4_A	5.6	6.822	0.084	7.5	8.113	4.995	8.513	1
2714	0.486	1	-1.733843022178249	-6.817845432600368	0.915920407111484	6EMF_B	7.5	7.15	0.15	7.5	24.695	5.153	8.438	1
2715	0.249	19	-1.7338430215940481	-6.817845430261807	0.9166508113283323	4YRF_A	5.05	5.393	0.009	5.05	39.332	5.033	7.298	1
2716	0.95	24	-1.7338875948629908	-6.818074237350432	0.9167076913018243	1FY9_A	6.5	7.274	0.045	8.0	4.428	4.477	8.976	1
2717	0.989	3	-1.7337758669067764	-6.8177423987288375	0.9195300870968901	5H3K_A	8.3	6.875	0.488	6.89	0.488	5.403	8.308	1
2718	0.942	100	-1.7338915958223156	-6.818617018587792	0.9185710871184151	5FAP_B	6.5	6.927	0.062	8.0	3.981	4.472	8.796	1
2719	0.993	3	-1.7338915958223156	-6.818617018587792	0.9192961993780397	7KOH_D	7.4	5.6	0.05	5.2	6.609	3.945	7.878	1
2720	0.927	18	-1.733775220262539	-6.818134627348567	0.921891567770669	6AC3_D	6.0	6.884	0.301	6.0	2.869	5.273	8.58	1
2721	1.0	0	-1.733775220262539	-6.818134627348567	0.921891567770669	4L7A_B	9.5	6.8	0.311	6.8	0.311	4.693	8.907	0
2722	1.0	9	-1.7337690567049555	-6.818114454810432	0.9227188389230861	2ODJ_B	3.5	6.1	0.298	5.5	5.362	4.818	7.518	0
2723	0.959	62	-1.7337898171103177	-6.818199471144333	0.9230983324631791	2HLN_L	6.5	6.848	0.279	8.5	1.523	4.79	8.519	1
2724	0.833	6	-1.733818102396355	-6.818284879048157	0.9232892311259762	6QKG_B	7.5	6.614	0.333	7.5	7.839	4.231	8.128	1
2725	0.402	16	-1.7338812427542747	-6.818572780934802	0.9230273232995211	6B50_A	6.5	7.106	0.026	6.5	30.197	6.463	8.528	1
2726	1.0	0	-1.7338812427542747	-6.818572780934802	0.9230273232995211	6EY4_A	7.5	6.8	0.311	6.8	0.311	4.693	8.908	1
2727	0.956	501	-1.7338094246837243	-6.8181072316206714	0.9247759319843334	6M95_A	7.4	6.746	0.087	6.0	6.219	5.601	7.687	1
2728	0.993	1	-1.7338094246837243	-6.8181072316206714	0.9254886169364255	4J8Z_B	8.5	6.65	0.155	6.5	14.33	5.153	8.438	0
2729	0.661	2	-1.7340084525768749	-6.819960655216333	0.923395129405328	4I95_B	6.0	7.1	0.101	6.0	6.908	5.463	8.528	1
2730	0.922	299	-1.7342425779441462	-6.821777501783175	0.9207742782629397	4A9I_C	7.0	7.409	0.463	7.5	3.384	5.505	8.535	1
2731	0.882	16	-1.7343169637468772	-6.822450133956091	0.9204398560862617	1ZGX_B	7.4	7.359	0.255	7.2	5.683	6.483	10.483	1
2732	0.835	21	-1.7349504350887106	-6.826876139047726	0.9120235917765149	6OAI_D	5.6	6.295	0.035	5.6	3.712	4.478	8.661	1
2733	0.99	2	-1.7349504350887106	-6.826876139047726	0.9127618012541134	6R6T_B	7.0	8.0	0.067	8.5	17.547	5.463	8.728	1
2734	0.993	1	-1.7349504350887106	-6.826876139047726	0.913498514467666	1YQ8_A	8.5	5.7	0.108	4.6	24.301	4.586	8.438	0
2735	0.884	12	-1.7350893031544043	-6.827330686610519	0.9117563213396472	6HSP_B	7.0	7.269	0.43	7.0	4.559	6.123	8.613	1
2736	0.523	27	-1.735435648138894	-6.828919393993562	0.9070505481970303	1XIV_A	7.5	7.336	0.41	7.5	22.528	6.083	8.102	1
2737	1.0	0	-1.735435648138894	-6.828919393993562	0.9070505481970303	5ZYP_A	8.5	6.8	0.311	6.8	0.311	4.693	8.908	1
2738	0.957	23	-1.7354356481389726	-6.828919393994435	0.9077987040384744	3GWS_X	6.8	7.221	3.189	7.2	14.127	5.563	8.018	1
2739	0.777	8	-1.7354356481394027	-6.8289193939992145	0.9085453267075433	6APK_A	4.5	7.033	0.553	7.5	12.182	4.488	10.568	1
2740	0.874	71	-1.7354396186363792	-6.828934210069193	0.9092234116943599	7E9A_D	4.5	6.045	0.043	4.0	8.207	3.993	8.202	1
2741	0.941	7	-1.7358551623422664	-6.8316936908450945	0.9038655199310824	6A4D_B	8.5	6.863	0.234	7.49	0.719	4.554	8.538	1
2742	0.815	2	-1.7372507478102137	-6.83964337361597	0.8835259857966878	5AEB_B	8.5	7.933	0.08	8.5	1.876	5.463	8.768	1
2743	0.747	4	-1.737138228150298	-6.839125245145982	0.8861420714845855	4MPG_B	7.5	7.54	0.611	7.5	11.851	5.933	8.248	1
2744	0.952	24	-1.7371598824417738	-6.839191293728481	0.8865507123323934	4I43_B	7.9	7.448	1.567	7.5	5.358	6.483	8.498	1
2745	0.9	175	-1.7371668619805765	-6.839211271107004	0.8872151035012346	3O7R_A	7.0	7.645	0.147	7.0	4.709	4.633	9.308	1
2746	0.879	24	-1.7371644132155253	-6.83920006641441	0.8880425111271942	5CCI_F	7.4	6.228	0.123	7.4	6.337	4.005	8.018	1
2747	0.826	13	-1.7373679826297703	-6.84023581931119	0.885620989014189	4NAY_A	6.5	6.675	0.245	6.5	7.723	4.655	8.018	1
2748	0.651	1	-1.739432691875003	-6.855784875305594	0.8555806089393373	4DT5_B	4.0	5.4	0.086	4.0	4.063	3.929	8.438	1
2749	0.456	23	-1.7393813455531453	-6.85553578478162	0.8572802679585136	6N75_B	8.5	8.071	0.234	8.5	30.599	5.903	8.598	1
2750	0.98	7	-1.7394490137072878	-6.855727400711677	0.8567269632142085	1B0Z_A	7.0	7.375	0.246	7.5	17.466	6.013	8.425	1
2751	0.87	30	-1.7394371923683778	-6.855640649139544	0.8577589182344559	3DCQ_D	8.0	7.523	0.034	8.5	23.501	3.791	8.508	1
2752	1.0	0	-1.7394371923683778	-6.855640649139544	0.8577589182344559	3DUK_F	5.0	6.8	0.311	6.8	0.311	4.693	8.908	1
2753	0.995	26	-1.739431010050141	-6.855599087999466	0.8586871119723148	6BLE_A	5.5	6.691	0.132	6.5	8.744	4.798	8.491	1
2754	0.955	4	-1.7390937098025683	-6.853196020598032	0.8647589301276625	1T9G_S	7.5	6.84	0.062	6.5	22.487	5.933	7.658	1
2755	0.884	46	-1.739452541899031	-6.855263442361337	0.8599107800105847	6O4A_D	8.0	7.189	0.214	6.5	5.877	5.272	8.576	1
2756	0.596	71	-1.7394411287324767	-6.855217014274266	0.860950894535791	3GHW_A	6.9	6.969	0.012	6.9	23.245	4.499	8.741	1
2757	0.984	1	-1.7394411287324767	-6.855217014274266	0.8617912496856842	1JJH_C	6.8	5.7	0.108	4.6	25.139	4.587	8.438	1
2758	0.878	28	-1.739428484328021	-6.85511149390538	0.8628227392061837	6HF3_B	7.4	6.95	0.011	7.2	16.042	5.493	7.498	1
2759	0.186	101	-1.7394284843281018	-6.855111493906279	0.8636593035695606	7BM1_A	4.2	4.43	0.001	4.2	47.4	3.998	6.488	1
2760	1.0	0	-1.7394284843281018	-6.855111493906279	0.8636593035695606	1BB9_A	6.0	6.8	0.311	6.8	0.311	4.693	8.908	1
2761	1.0	0	-1.7394284843281018	-6.855111493906279	0.8636593035695606	6J18_A	4.5	6.8	0.311	6.8	0.311	4.693	8.908	0
2762	0.663	8	-1.739440415892141	-6.85522634364205	0.864313351749545	7Q8Y_B	7.0	7.422	0.031	7.0	15.987	5.983	8.508	1
2763	1.0	2	-1.739440415892141	-6.85522634364205	0.8651468814198312	3POM_B	10.6	6.267	0.095	5.5	18.383	5.463	8.127	0
2764	0.999	19	-1.7394357883013984	-6.855211104917557	0.866066069089467	6N0W_A	8.5	6.78	0.244	7.55	1.036	4.576	7.738	0
2765	0.552	13	-1.739458184292912	-6.855280428396771	0.8664604452732778	1EYZ_B	6.7	7.014	0.222	6.7	25.215	5.953	8.477	1
2766	0.985	64	-1.7394873323793294	-6.855516105162702	0.8668525201271274	2QFY_F	7.2	6.983	0.958	6.5	1.346	5.471	8.508	1
2767	0.788	164	-1.7399097437805429	-6.858437342929322	0.8611830529647843	3UQF_B	6.5	6.858	0.031	6.5	8.648	4.532	8.441	1
2768	0.96	37	-1.739925261106951	-6.858450151337857	0.8617286478859738	4F2P_B	6.5	6.539	0.131	4.7	5.736	4.584	8.486	1
2769	0.96	230	-1.7399288456505286	-6.8584853885147075	0.8625109849758839	6ANV_B	6.2	6.745	0.004	6.5	5.424	4.586	8.983	1
2770	0.778	17	-1.740004065930456	-6.859163524896959	0.8622032893741888	6V50_B	7.5	6.35	0.016	7.5	5.724	4.184	9.483	1
2771	0.041	418	-1.7400184449957388	-6.859246716405581	0.862813962025405	5P3F_A	4.6	4.649	0.022	4.6	56.612	4.582	4.608	1
2772	0.485	1	-1.740018445000351	-6.859246716456124	0.863650590342414	6KIA_C	6.5	6.65	0.155	6.5	26.574	5.153	8.438	1
2773	0.977	315	-1.7400221233235664	-6.859288935782168	0.8644312910894789	4APQ_D	6.2	6.833	0.005	7.0	4.107	4.979	8.511	1
2774	0.771	226	-1.7400261906448742	-6.859325832748626	0.8652028932057204	5UT8_A	9.0	7.523	0.184	9.0	12.198	5.988	9.004	1
2775	0.745	3	-1.7400262039555756	-6.859325972436621	0.8660345332014163	6CW1_B	8.0	8.075	0.047	8.0	10.335	5.713	9.008	1
2776	0.99	1	-1.7400262039555756	-6.859325972436621	0.8668647110487675	7CLX_A	8.0	7.1	0.151	7.4	29.496	5.153	8.438	1
2777	1.0	0	-1.7400262039555756	-6.859325972436621	0.8668647110487675	6YFK_CH	7.5	6.8	0.311	6.8	0.311	4.693	8.908	1
2778	0.903	30	-1.7400262039555787	-6.859325972436656	0.8676932285403774	5CI1_A	8.0	6.765	0.01	6.0	27.223	5.983	7.998	0
2779	0.566	45	-1.7400618820614862	-6.859618322631432	0.8679779409045476	5SW8_B	7.0	6.976	0.446	7.0	21.013	5.923	8.488	1
2780	0.873	7	-1.740037639886769	-6.859528434140848	0.8692355060078633	2EJG_D	4.96	5.93	0.142	4.96	7.368	4.497	8.498	1
2781	0.758	691	-1.7402022906057701	-6.860310602262808	0.8673465901589559	5LVG_A	4.5	4.905	0.133	4.5	12.995	3.499	7.591	1
2782	0.996	16	-1.7401726725670588	-6.860214888490788	0.8687382970443513	2OLN_A	6.5	7.706	0.399	5.7	6.816	5.693	9.413	1
2783	0.974	43	-1.7401867488670708	-6.86026473118822	0.8693077355825402	4WOQ_H	5.2	6.868	0.229	4.6	1.769	4.576	8.711	1
2784	0.865	499	-1.7403022473570535	-6.8610926127856455	0.8683566153281149	4DQO_L	7.5	6.669	0.018	7.5	3.801	4.049	8.612	1
2785	0.794	4	-1.7403022473571266	-6.861092612786457	0.8691821584072544	2A1U_B	6.5	7.04	0.061	7.0	11.494	5.933	7.658	1
2786	0.977	7	-1.7400489917089674	-6.8593804666873694	0.8738593464019374	5EE1_A	7.85	6.575	0.06	6.5	7.213	5.083	8.078	1
2787	1.0	0	-1.7400489917089674	-6.8593804666873694	0.8738593464019374	7PB8_U	6.9	6.8	0.311	6.8	0.311	4.693	8.908	1
2788	0.643	13	-1.7400489917089954	-6.8593804666877025	0.8746738338812017	7NLW_A	9.5	7.793	0.061	9.5	20.786	4.771	9.501	1
2789	0.916	202	-1.7400488953463211	-6.859380891505339	0.8754882476075616	6DYG_B	6.5	6.775	0.046	8.5	3.658	4.994	8.501	1
2790	0.85	83	-1.7400950131590718	-6.8597016576035665	0.8755966875157146	3NP4_A	7.0	6.471	0.071	7.0	7.302	3.995	8.495	1
2791	0.988	691	-1.7400926651904944	-6.859690913716246	0.8764462489111172	5IEL_A	7.0	4.901	0.151	4.5	12.987	3.499	7.591	1
2792	0.737	3	-1.740062509325598	-6.8596036737766095	0.8778587750001994	4EJ3_B	6.5	7.05	0.189	7.4	14.658	5.683	8.438	1
2793	0.785	4	-1.7400899904462344	-6.859686867196114	0.8781309190937722	2ZYJ_B	7.0	6.84	0.166	7.0	11.74	5.553	7.778	1
2794	0.994	1	-1.7400899904462344	-6.859686867196114	0.8789368916198337	3KHQ_A	5.0	7.4	0.14	8.0	28.269	5.153	8.438	0
2795	0.975	438	-1.740145937622974	-6.860127070384462	0.878898667934896	2FDD_B	7.5	5.722	0.061	5.5	1.523	4.41	7.47	0
2796	0.991	2	-1.740145937622974	-6.860127070384462	0.8797031241278015	4NOB_A	7.5	6.267	0.095	6.5	3.716	5.343	8.128	1
2797	0.999	11	-1.740145937622974	-6.860127070384462	0.8805059546956066	7JOE_I	8.5	6.375	0.025	7.5	18.878	4.188	7.998	0
2798	0.995	3	-1.740145937622974	-6.860127070384462	0.8813071896999694	1YCN_B	8.0	6.2	0.07	7.0	3.227	4.873	7.878	0
2799	0.932	14	-1.7401459377986925	-6.860127072268692	0.8821068196283978	4KVT_F	8.0	7.253	0.02	6.5	13.498	5.993	8.498	1
2800	0.993	3	-1.7401459377986925	-6.860127072268692	0.8829048604182196	5XKR_D	6.2	6.4	28.581	6.4	28.582	5.713	7.878	1
2801	0.878	29	-1.7410405637094253	-6.866012941505714	0.8701038683966402	1KU2_B	7.0	6.76	0.279	5.85	5.015	5.783	8.078	1
2802	1.0	0	-1.7410405637094253	-6.866012941505714	0.8701038683966402	3D5L_B	5.5	6.8	0.311	6.8	0.311	4.693	8.908	1
2803	0.978	139	-1.7410044401777567	-6.865673349313676	0.8714672645645716	5JMN_E	6.9	6.631	0.02	6.5	7.493	4.577	8.503	1
2804	1.0	0	-1.7410044401777567	-6.865673349313676	0.8714672645645716	5EO3_B	7.5	6.8	0.311	6.8	0.311	4.693	8.908	1
2805	1.0	0	-1.7410044401777567	-6.865673349313676	0.8714672645645716	4HE7_A	4.0	6.8	0.311	6.8	0.311	4.693	8.908	0
2806	0.958	18	-1.7412754214982433	-6.867270784320353	0.8679920488795629	4LGN_A	5.0	6.776	0.287	6.99	0.468	4.856	8.603	1
2807	1.0	0	-1.7412754214982433	-6.867270784320353	0.8679920488795629	4LZ6_A	8.5	6.8	0.311	6.8	0.311	4.693	8.908	1
2808	0.636	54	-1.741275421485479	-6.867270784237676	0.8688182850625137	6GLM_A	4.5	4.758	0.002	4.5	20.233	3.488	7.398	1
2809	0.886	8	-1.7412754214184587	-6.867270783957255	0.8696429032054126	3SBM_A	7.5	6.7	0.035	4.5	19.701	4.489	10.562	1
2810	0.92	124	-1.7412736816864638	-6.867254428154712	0.8704921197522287	1YRT_B	5.6	6.689	0.509	6.5	5.205	4.476	8.523	1
2811	0.917	239	-1.7412768692404392	-6.867323726580598	0.8712751743564052	2W72_D	6.7	6.956	0.176	7.0	13.482	5.798	8.048	1
2812	0.323	2	-1.7412768692406244	-6.867323726582653	0.872094879831032	5JU9_A	7.2	7.067	0.102	7.2	38.37	5.463	8.128	1
2813	0.776	93	-1.7412716914259598	-6.867298753914566	0.8729970980829438	5W0E_A	6.5	7.035	0.028	7.5	15.543	5.489	8.481	1
2814	0.495	5	-1.7412716914260156	-6.867298753915188	0.8738133574147188	2V9C_B	7.5	7.05	0.051	7.5	29.016	4.488	8.498	1
2815	0.49	1	-1.7412716914260478	-6.867298753915548	0.8746279776131625	3QAV_A	8.0	7.4	0.14	8.0	29.463	5.153	8.438	1
2816	0.995	17	-1.741274089121178	-6.86730758701968	0.8754000041898065	4J18_A	5.2	6.767	0.068	6.8	12.753	5.463	8.098	0
2817	0.785	13	-1.7412740854443092	-6.867307575218279	0.8762114937736905	4BAI_A	4.5	6.8	0.065	4.5	12.429	3.998	8.687	1
2818	0.239	24	-1.7412740854448316	-6.867307575224049	0.8770213270892419	3KGG_A	6.5	6.772	0.012	6.5	43.324	6.483	8.008	1
2819	1.0	0	-1.7412740854448316	-6.867307575224049	0.8770213270892419	4NG0_C	4.5	6.8	0.311	6.8	0.311	4.693	8.908	0
2820	0.248	3	-1.7412740854448816	-6.867307575224608	0.8778295135200637	7V4E_D	8.8	8.3	0.039	8.8	43.847	5.713	8.808	1
2821	1.0	0	-1.7412740854448816	-6.867307575224608	0.8778295135200637	5XAQ_B	8.0	6.8	0.311	6.8	0.311	4.693	8.908	1
2822	0.198	14	-1.7412740854449518	-6.867307575225392	0.8786361111531292	4MY6_B	7.0	6.887	0.021	7.0	46.578	4.499	7.998	1
2823	0.622	7	-1.7412740854449913	-6.867307575225834	0.8794410924590089	5B3A_B	7.5	7.438	0.034	7.5	21.818	6.473	8.208	1
2824	1.0	0	-1.7412740854449913	-6.867307575225834	0.8794410924590089	3PH9_B	8.5	6.8	0.311	6.8	0.311	4.693	8.908	1
2825	1.0	0	-1.7412740854449913	-6.867307575225834	0.8794410924590089	3E8Y_X	3.5	6.8	0.311	6.8	0.311	4.693	8.908	0
2826	0.552	13	-1.74129663129672	-6.867377658495187	0.8798128526736422	1KJ8_B	6.7	7.014	0.222	6.7	25.063	5.943	8.486	1
2827	0.873	15	-1.741290760414134	-6.86735825284613	0.8807242545248057	5W6O_B	6.5	7.363	0.041	7.5	13.879	6.493	8.054	1
2828	0.578	18	-1.741290760427456	-6.867358252991032	0.8815250593466857	7N9K_A	7.5	7.174	0.016	7.5	21.972	5.993	7.598	1
2829	0.656	2	-1.74129076042749	-6.867358252991413	0.882324265888638	2O9A_D	7.0	7.1	0.101	7.5	19.493	5.463	8.128	1
2830	0.618	43	-1.7415352223573892	-6.86888642488206	0.879352769040972	5CWY_A	7.5	7.209	0.095	7.5	19.817	4.901	8.5	1
2831	0.99	139	-1.7412914727874595	-6.866863120838415	0.8838142997438568	5LEC_A	6.4	6.635	0.608	6.5	3.094	4.566	8.497	1
2832	0.968	36	-1.7413490189836127	-6.8671342821473	0.883666823306412	6EE5_A	6.5	6.893	0.112	7.5	3.27	5.196	8.671	1
2833	0.692	43	-1.7413575240409798	-6.867229356583997	0.8843358933360695	1ZA1_D	5.7	6.112	0.006	5.7	16.871	5.669	7.878	1
2834	0.982	7	-1.741270667894183	-6.866899581766578	0.8866390555187588	3LY5_B	6.6	7.075	0.154	8.49	0.579	5.293	8.628	1
2835	0.992	3	-1.741270667894183	-6.866899581766578	0.8874280337186169	5MVX_A	6.5	7.525	1.002	7.4	2.977	5.713	8.448	1
2836	0.941	33	-1.7412706680477192	-6.866899583414561	0.8882154205504138	1U7D_B	5.5	7.626	0.044	8.5	9.932	5.493	8.498	1
2837	0.806	10	-1.7412859820805338	-6.866964609448383	0.8887485496949419	4U7O_B	5.8	7.045	0.328	5.8	10.088	5.493	8.702	1
2838	0.972	707	-1.7413425361779586	-6.867408022777374	0.8886895117579029	6H16_B	5.0	6.656	0.061	7.5	2.123	4.377	8.557	1
2839	0.976	9	-1.7414317646125768	-6.8679152340144185	0.8880983395215636	2Z90_D	7.9	6.48	0.58	6.0	22.882	5.983	8.058	1
2840	0.662	2	-1.7414317646126154	-6.867915234014849	0.8888843819434131	7AVO_B	5.2	5.533	0.064	5.2	19.334	4.589	8.128	1
2841	0.848	32	-1.7414271236364736	-6.867889931617149	0.8897409366952517	3LXE_B	8.5	7.87	0.134	9.0	14.108	5.773	9.121	1
2842	0.997	10	-1.7414149383814224	-6.867843176356732	0.8907325109213923	4ZWC_B	6.9	6.664	0.029	7.0	5.279	5.493	8.108	1
2843	0.701	51	-1.7414072841467605	-6.8678144858358	0.891646321588125	6TW7_AAA	5.5	5.638	0.093	5.5	16.725	3.992	7.608	1
2844	0.994	4	-1.7414072841467605	-6.8678144858358	0.8924252852558443	3ZH7_B	6.5	5.46	0.036	6.0	20.766	3.985	7.658	1
2845	0.666	14	-1.741407284147544	-6.8678144858444705	0.8932026408463297	6B09_B	9.5	7.629	0.971	9.5	18.294	4.135	9.502	1
2846	0.885	47	-1.7414412008666413	-6.868018393419799	0.8934641380420283	4POL_D	7.0	6.381	0.229	7.0	5.19	4.004	8.508	1
2847	0.968	25	-1.7413633993834223	-6.867635935638338	0.8954686968180654	4BN4_A	6.0	6.647	0.194	5.5	2.609	5.393	8.168	1
2848	0.783	80	-1.7415775750527596	-6.869111530731021	0.8930408985775634	5UWK_B	8.5	7.266	0.147	8.5	10.611	5.18	8.508	1
2849	0.839	101	-1.7415117532787459	-6.868858990768749	0.8949521639134622	2EII_B	5.2	6.486	0.468	5.2	9.034	5.184	8.317	1
2850	0.972	19	-1.7416812191526383	-6.869741374826634	0.8930514267963158	3VFD_A	6.5	6.365	0.221	8.2	2.775	5.095	8.198	1
2851	0.998	7	-1.7416812191526383	-6.869741374826634	0.8938275607587839	1Z5A_B	8.5	6.863	0.039	8.0	14.432	4.588	8.008	0
2852	0.986	159	-1.7416258235858117	-6.8692986427061795	0.8954128388900354	4R6B_D	8.1	7.11	0.145	8.5	2.328	4.249	8.628	1
2853	0.981	7	-1.7415452828575106	-6.86896063727131	0.8975109726935003	1KKH_A	8.0	6.425	0.066	5.52	0.634	5.053	8.058	1
2854	0.991	1	-1.7415452828575106	-6.86896063727131	0.8982781940295523	2IUM_C	5.4	7.65	0.125	8.5	28.69	5.153	8.508	1
2855	0.993	2	-1.7415452828575106	-6.86896063727131	0.8990438845552472	5X4A_L	8.0	6.267	0.095	6.5	19.186	5.463	8.128	1
