iteration	loss	n_p	w_0	w_1	c	ID	y	mean	mean_prob	mode	mode_prob	lb	ub	capture
1252	0.911	779	-1.6699231498145286	-6.3938256564258	0.8437662298796554	4J99_D	7.5	6.924	0.218	7.5	1.795	4.79	8.621	1
1253	1.0	0	-1.6699231498145286	-6.3938256564258	0.8437662298796554	2B81_D	6.0	6.8	0.311	6.8	0.311	4.693	8.908	1
1254	0.998	15	-1.6699231209241208	-6.3938253573371	0.8446413719889236	5VNC_D	6.1	6.919	0.019	6.25	10.083	5.893	8.688	1
1255	0.73	9	-1.6712132566956088	-6.402709603733656	0.8263143440821629	6XK1_D	5.5	6.65	0.031	5.5	5.89	5.413	9.004	1
1256	0.995	20	-1.671160550382513	-6.402539982499386	0.8282228779255458	3UBO_B	7.0	6.314	0.131	6.5	6.986	5.025	7.588	1
1257	0.903	30	-1.6711605538938812	-6.402540019043989	0.8291286268982568	5CI2_A	8.0	6.765	0.01	6.0	19.277	5.983	7.998	0
1258	0.993	3	-1.6711605538938812	-6.402540019043989	0.8300326231732356	3R5R_E	7.5	6.325	0.073	8.5	10.404	3.984	8.508	1
1259	0.997	8	-1.6711604826104567	-6.402539282869369	0.8309358676702628	5JJD_B	6.0	6.0	0.028	5.9	35.643	5.873	6.958	1
1260	1.0	0	-1.6711604826104567	-6.402539282869369	0.8309358676702628	3UFI_A	9.0	6.8	0.311	6.8	0.311	4.693	8.908	0
1261	0.852	26	-1.6711601630575827	-6.402538505206071	0.831842649418835	1UQ4_A	4.2	6.381	1.245	8.9	8.868	4.193	8.907	1
1262	0.833	25	-1.6712110122888155	-6.4027438685740155	0.8319387528488742	7MWB_D	8.5	6.942	0.176	8.5	5.905	4.407	8.785	1
1263	0.907	152	-1.671637178341207	-6.4056968842454305	0.8264014230572068	6UTO_B	7.5	6.967	0.375	7.5	1.501	4.601	8.642	1
1264	0.696	55	-1.6716813296473978	-6.405997947827409	0.8266376555858009	4JTH_D	7.5	6.212	0.067	7.5	10.927	4.595	7.518	1
1265	1.0	0	-1.6716813296473978	-6.405997947827409	0.8266376555858009	3E0R_D	8.0	6.8	0.311	6.8	0.311	4.693	8.908	1
1266	0.975	45	-1.6716812334270401	-6.405982824348425	0.8275318639322414	4FAI_B	8.5	6.802	0.385	6.49	0.925	5.653	8.204	0
1267	0.978	57	-1.6716805723928396	-6.40601582418921	0.8284947288798371	3B5Y_D	8.5	7.417	0.247	7.5	2.273	5.239	9.454	1
1268	0.956	616	-1.671904398923394	-6.407265783972034	0.8258810927858653	6PEH_L	6.5	6.639	0.292	6.5	0.519	4.124	8.743	1
1269	0.122	7	-1.6719044613671579	-6.407266430896395	0.8267906527732491	1R0S_B	7.5	7.413	0.035	7.5	35.605	6.473	7.518	1
1270	0.981	152	-1.6719484645012896	-6.407518515541436	0.8270221617823771	6AYW_B	8.5	7.124	0.412	7.0	1.088	5.558	8.536	1
1271	0.999	19	-1.6719484645012896	-6.407518515541436	0.8279303565602726	3T7A_A	5.2	6.99	22.999	7.0	39.506	6.973	7.018	0
1272	0.794	4	-1.6719484733623124	-6.4075186076901005	0.8288366203278258	6UB2_D	6.5	7.06	0.061	7.0	16.739	5.933	8.008	1
1273	0.704	18	-1.6721925317196151	-6.409094332377461	0.825912311809321	1M6N_A	7.0	7.247	0.048	7.0	11.183	5.603	8.438	1
1274	1.0	0	-1.6721925317196151	-6.409094332377461	0.825912311809321	7K3Z_G	4.4	6.8	0.311	6.8	0.311	4.693	8.908	0
1275	0.121	7	-1.6721925605076555	-6.4090946322311275	0.8268223140775373	3MM6_E	6.5	6.538	0.054	6.5	36.687	6.463	7.118	1
1276	0.486	52	-1.672225978744514	-6.409258556206412	0.8271922550143453	6YDK_A	7.5	7.251	0.023	7.5	20.334	5.577	8.488	1
1277	0.857	14	-1.6722622765744044	-6.409404073299268	0.8274781729186719	3EJ2_A	5.4	6.287	2.134	5.4	5.65	4.199	10.351	1
1278	0.867	233	-1.6722623440721924	-6.40940475734154	0.8283844561198155	4Y9E_B	5.5	6.507	0.763	7.5	6.647	4.589	7.998	1
1279	1.0	0	-1.6722623440721924	-6.40940475734154	0.8283844561198155	4X1A_A	7.0	6.8	0.311	6.8	0.311	4.693	8.908	1
1280	0.957	90	-1.6722956085101834	-6.409681871373278	0.8287912982028055	2DWW_A	8.0	7.268	0.004	7.5	7.278	5.493	8.747	1
1281	1.0	0	-1.6722956085101834	-6.409681871373278	0.8287912982028055	6VAX_D	5.0	6.8	0.311	6.8	0.311	4.693	8.908	1
1282	0.981	182	-1.6723020648897797	-6.40970607170109	0.8295615635756323	4RZ7_A	8.5	7.207	0.323	7.0	1.406	5.173	9.148	1
1283	0.841	72	-1.6723216074692635	-6.409799481512262	0.8301635091444712	7LCA_D	5.5	6.3	0.197	5.5	6.158	4.222	8.532	1
1284	0.485	1	-1.6723216280131588	-6.409799695370741	0.8310651335231122	5U6F_A	6.5	6.65	0.155	6.5	20.917	5.153	8.438	1
1285	0.953	34	-1.672197943264543	-6.409312941378502	0.834104661710346	3R6Q_H	7.0	6.871	0.173	7.5	2.85	4.463	8.523	1
1286	0.998	7	-1.672197943264543	-6.409312941378502	0.8349986915011403	2BOS_E	8.4	6.788	0.039	6.0	5.211	5.963	7.518	0
1287	0.916	32	-1.6722916473290004	-6.410167222908382	0.8346322819223897	3DRM_A	8.5	6.708	0.107	6.0	7.543	5.246	8.498	0
1288	0.985	1	-1.6722916473290004	-6.410167222908382	0.8355252736694405	4B2F_A	6.5	6.9	0.155	7.0	20.155	5.153	8.438	1
1289	0.453	10	-1.6722916767183016	-6.410167528524141	0.8364160348877451	3VMG_F	5.5	5.991	0.023	5.5	22.457	4.594	7.508	1
1290	0.984	1	-1.6722916767183016	-6.410167528524141	0.8373054594791212	7CY1_A	7.0	7.65	0.125	8.5	20.754	5.153	8.518	1
1291	0.266	14	-1.672291726095424	-6.410168040582677	0.8381923419959633	3X1N_A	4.5	4.867	0.007	4.5	29.686	4.483	7.498	1
1292	1.0	0	-1.672291726095424	-6.410168040582677	0.8381923419959633	6XAZ_B	6.5	6.8	0.311	6.8	0.311	4.693	8.908	1
1293	0.827	44	-1.67276282700131	-6.412996796852751	0.8318473992065726	2NSH_A	8.0	7.469	0.107	8.0	5.064	5.321	8.518	1
1294	0.666	62	-1.672762839064381	-6.41299692257522	0.8327457624810548	3PLJ_A	8.5	8.356	0.002	8.0	18.498	7.493	10.486	1
1295	0.997	6	-1.6727628254572697	-6.412996849530313	0.8336427344078935	3VAC_B	5.8	6.686	0.088	7.0	6.257	4.903	7.648	1
1296	0.976	354	-1.672764370010944	-6.413002028646145	0.8345092172141079	6Y2F_A	9.0	6.687	0.255	6.5	7.986	4.994	8.499	0
1297	1.0	0	-1.672764370010944	-6.413002028646145	0.8345092172141079	3NDN_D	5.5	6.8	0.311	6.8	0.311	4.693	8.908	1
1298	0.743	3	-1.6727643803935113	-6.413002136813652	0.8354022989552958	1N71_D	7.5	6.375	0.074	7.5	10.443	4.183	7.878	1
1299	0.886	8	-1.6727637575538727	-6.413005280554303	0.8363057369183374	7S14_D	7.5	6.278	0.149	5.0	4.316	4.538	8.538	1
1300	0.819	5	-1.672636049097211	-6.412369930345421	0.8392237833677239	1W1U_B	5.8	6.75	0.052	5.8	6.949	5.313	8.548	1
1301	0.99	321	-1.6726080656089484	-6.412128626855197	0.840521342072438	3TFK_D	6.6	6.836	0.005	7.0	3.147	4.973	8.519	1
1302	0.727	109	-1.6726080954281723	-6.41212893554304	0.8414021120791331	7MTY_A	7.8	7.56	0.002	7.8	10.94	5.783	9.407	1
1303	0.499	1	-1.6726081283886816	-6.4121292786053985	0.8422810061375394	5KHS_B	3.5	5.15	0.068	3.5	20.483	3.484	8.438	1
1304	0.745	3	-1.6726081492162375	-6.412129495061435	0.8431583862752908	5C3I_X	8.0	7.575	0.065	7.0	10.211	5.713	8.508	1
1305	0.88	98	-1.6729350713807591	-6.414327016793212	0.8391067539000511	6X4P_A	8.5	7.31	0.567	7.5	6.037	5.414	8.671	1
1306	0.906	45	-1.672915626777642	-6.414292566436523	0.8404646948754833	6JKF_B	5.6	6.828	0.162	7.0	15.094	4.587	8.694	1
1307	0.98	39	-1.6728289477162972	-6.413747079666478	0.8425190893614241	6C86_B	7.7	6.955	0.386	8.5	3.169	3.846	8.748	1
1308	0.977	8	-1.672738315320761	-6.413353351902931	0.8448899061857933	2R6O_B	7.0	6.333	0.437	6.5	4.877	4.492	7.748	1
1309	0.999	15	-1.6727383153207553	-6.4133533519029	0.8457623631895668	4ARU_A	8.5	6.35	0.727	7.5	2.771	4.485	7.508	0
1310	1.0	0	-1.6727383153207553	-6.4133533519029	0.8457623631895668	5MU7_B	7.0	6.8	0.311	6.8	0.311	4.693	8.908	1
1311	0.952	172	-1.6727860374204084	-6.413694557744613	0.8459126705843296	3DJQ_B	8.5	5.71	0.176	5.5	2.869	4.214	8.486	0
1312	0.99	2	-1.6727860374204084	-6.413694557744613	0.8467831010692782	1QMG_D	7.2	7.933	0.07	8.5	13.544	5.463	8.528	1
1313	0.916	345	-1.6727926357880158	-6.413754564799502	0.8475553522559724	5YDR_D	8.0	6.748	0.638	7.5	5.108	4.474	8.516	1
1314	0.368	41	-1.6728889967635883	-6.414073551459864	0.8466653680599012	6QI0_B	8.5	8.221	0.113	8.5	24.901	6.503	8.788	1
1315	0.952	152	-1.673090089452467	-6.41560371429898	0.8445902854293487	3PYM_B	7.0	6.97	0.463	7.5	1.075	4.589	8.594	1
1316	1.0	0	-1.673090089452467	-6.41560371429898	0.8445902854293487	6AVY_B	5.5	6.8	0.311	6.8	0.311	4.693	8.908	1
1317	0.88	38	-1.673132798904415	-6.415727634265634	0.8446212664153232	2DU8_J	8.0	7.427	0.187	8.0	4.36	5.923	8.664	1
1318	1.0	0	-1.673132798904415	-6.415727634265634	0.8446212664153232	2FQ4_A	8.5	6.8	0.311	6.8	0.311	4.693	8.908	1
1319	0.994	4	-1.6731323711137813	-6.415725030555965	0.8455007598452258	1PM7_B	6.5	6.42	0.06	5.8	8.269	5.483	7.658	1
1320	0.855	13	-1.6731323784171495	-6.415725100656707	0.8463719051543915	1G3O_A	7.5	7.571	0.019	7.8	18.929	7.363	7.808	1
1321	0.739	11	-1.6731940835020866	-6.415896328801787	0.8459932729734306	5TF5_B	5.6	6.717	0.078	5.6	10.366	5.023	8.328	1
1322	0.615	89	-1.6732503660103686	-6.41641431101695	0.8460487059354639	6QLQ_B	7.5	7.414	0.433	7.5	14.763	5.507	8.669	1
1323	0.709	29	-1.67340237368702	-6.41754525225476	0.8446695108004194	3QPU_A	7.5	7.01	9.674	7.0	16.342	5.943	7.538	1
1324	0.996	23	-1.6732495839381754	-6.416787529281515	0.8479484891960863	6AES_H	8.0	7.008	0.908	7.5	1.185	4.812	8.528	1
1325	1.0	0	-1.6732495839381754	-6.416787529281515	0.8479484891960863	1VQ0_B	7.5	6.8	0.311	6.8	0.311	4.693	8.908	1
1326	0.989	13	-1.6733274538918808	-6.4171352525317875	0.8475787013554765	3NW8_D	8.5	6.579	0.128	5.5	14.403	4.889	10.062	1
1327	0.964	284	-1.6731019993386456	-6.4157272458498165	0.8518371255383411	4V3U_D	6.2	6.445	0.529	5.8	8.286	5.763	7.648	1
1328	0.582	11	-1.6731150394778687	-6.4158513046574255	0.8525065097135293	1D2C_B	5.6	6.583	0.026	5.6	15.217	5.583	8.208	1
1329	0.645	8	-1.673195564787339	-6.416211402424763	0.8520719870598094	4NJQ_D	8.0	7.378	0.042	8.0	13.542	5.583	8.595	1
1330	0.979	48	-1.6731919005989722	-6.416194668284425	0.8529887811715923	1HBY_A	6.0	6.13	0.007	7.0	8.573	4.658	7.998	1
1331	0.999	19	-1.673191530471251	-6.416192971152598	0.8538509493825609	7V38_B	6.0	7.008	1.638	6.5	6.036	5.503	8.488	1
1332	0.918	90	-1.6731593699514409	-6.416046347698663	0.8552203046212355	4FON_A	7.0	6.675	0.077	6.5	11.206	4.723	8.017	1
1333	0.538	38	-1.6731594123579392	-6.416046788735807	0.8560715089034894	5F04_A	6.5	6.586	0.008	6.5	18.591	6.243	6.748	1
1334	0.873	7	-1.6731594306217876	-6.416046978127618	0.8569213479641822	4N8K_B	5.5	6.138	0.034	5.0	9.95	4.983	7.408	1
1335	0.985	1	-1.6731594306217876	-6.416046978127618	0.8577697615791494	4W7W_A	6.5	7.65	0.125	8.5	18.932	5.153	8.518	1
1336	0.965	747	-1.6731849229225577	-6.416195834378201	0.8582238024167586	3G6D_L	4.5	6.627	0.1	7.5	2.118	4.052	8.754	1
1337	0.997	3	-1.6731849229225577	-6.416195834378201	0.8590695891761742	6B0G_E	5.0	7.45	0.069	7.5	9.832	5.713	8.508	0
1338	0.999	11	-1.6731849229225577	-6.416195834378201	0.8599136732334761	1QHT_A	9.0	6.383	0.032	6.5	5.739	4.602	8.598	0
1339	0.975	348	-1.673227422950552	-6.41656848432653	0.8601433904678105	7M8W_A	6.0	6.775	0.901	7.0	2.219	4.996	7.999	1
1340	0.82	12	-1.673155395824637	-6.4163316116518905	0.8622833524293507	5ZI7_B	6.0	6.638	0.524	6.0	6.484	5.733	7.768	1
1341	0.329	5	-1.6731554927121843	-6.416332616887973	0.8631196546038494	1KDT_B	7.4	7.067	0.051	7.4	26.439	5.953	7.468	1
1342	0.977	121	-1.6731688932565905	-6.416413819652878	0.8637587345864747	3V83_F	7.5	6.846	0.189	6.5	2.949	5.331	8.248	1
1343	0.194	4	-1.673168961831284	-6.4164145346571875	0.8645924951609947	4NJK_B	6.8	6.8	32.303	6.8	32.303	5.933	7.658	1
1344	0.998	6	-1.673168961831284	-6.4164145346571875	0.8654255469867334	5EZB_B	8.5	6.543	2.921	6.5	3.147	6.203	7.288	0
1345	0.665	5	-1.6731628700798709	-6.416393249746012	0.8663622236638101	6FDU_B	9.0	7.833	0.148	9.0	13.208	6.113	9.007	1
1346	0.742	3	-1.6731628941755927	-6.4163935008998205	0.8671914125974204	4ZHE_D	6.5	6.5	10.102	6.5	10.102	4.185	8.508	1
1347	0.795	4	-1.67316221678073	-6.416391553827567	0.8680317691705682	5GVW_D	7.5	5.86	0.189	7.5	7.972	4.153	7.658	1
1348	0.976	355	-1.673150640856202	-6.416353981658303	0.869066090309406	4WMD_C	8.5	6.702	0.325	5.5	1.208	4.984	8.649	1
1349	0.996	6	-1.673150640856202	-6.416353981658303	0.8698902106067932	3FIG_B	6.0	6.329	0.042	6.25	32.957	6.213	7.288	0
1350	1.0	0	-1.673150640856202	-6.416353981658303	0.8698902106067932	3BJN_A	8.5	6.8	0.311	6.8	0.311	4.693	8.908	1
1351	0.866	25	-1.6732359838980564	-6.416849991732893	0.869506265359913	3PME_A	7.5	6.581	0.29	7.5	3.868	4.265	8.348	1
1352	0.967	64	-1.67326071889823	-6.416957792977982	0.8699426506968116	6SBR_A	6.5	7.397	0.371	8.5	11.199	5.983	8.508	1
1353	0.991	2	-1.67326071889823	-6.416957792977982	0.8707650178734241	3MLI_D	6.0	6.5	11.457	6.2	11.526	5.463	8.128	1
1354	0.968	30	-1.6732606364938196	-6.416957582719263	0.8715873136885643	2ZIS_B	4.5	6.629	0.036	5.7	12.482	4.794	9.481	0
1355	0.986	30	-1.6732263303226156	-6.41673309910017	0.8728541589149537	1R9J_B	6.0	7.182	0.113	7.59	0.651	5.604	8.592	1
1356	0.997	139	-1.6732229156610219	-6.416720609666639	0.8737285997226695	4K71_F	4.9	6.475	0.358	5.5	3.618	4.483	8.836	1
1357	0.993	3	-1.6732229156610219	-6.416720609666639	0.8745433960519994	3E4Q_B	7.5	6.2	0.07	6.0	29.663	5.713	7.878	1
1358	0.994	2	-1.6732229156610219	-6.416720609666639	0.8753565544223625	7CUE_H	5.5	6.433	0.1	4.5	13.198	4.483	8.128	1
1359	0.776	8	-1.6732229650676436	-6.416721122215725	0.8761673796413263	6EYG_A	5.0	7.189	0.034	5.0	8.622	4.983	8.708	1
1360	0.744	3	-1.6732229966842371	-6.4167214517458335	0.8769768524037875	7RGK_B	6.0	6.95	0.077	6.0	9.975	5.713	8.528	1
1361	0.989	1	-1.6732229966842371	-6.4167214517458335	0.8777851472055821	6EFX_A	5.7	6.45	0.15	6.1	19.965	5.153	8.438	1
1362	1.0	0	-1.6732229966842371	-6.4167214517458335	0.8777851472055821	7EFT_B	8.5	6.8	0.311	6.8	0.311	4.693	8.908	1
1363	0.928	209	-1.6732503882519314	-6.416860464882908	0.8781819482767592	3GH2_X	8.5	7.105	0.512	6.5	2.48	4.5	8.993	1
1364	0.995	354	-1.6732464837964764	-6.41684392947765	0.8790548885788834	7JUN_A	6.6	6.694	0.477	6.5	7.663	4.993	8.495	1
1365	0.795	29	-1.6732730530786641	-6.416955194144542	0.8794398921024383	4ZIV_F	6.5	6.447	0.049	6.5	7.896	4.589	8.152	1
1366	0.851	53	-1.6732731013295126	-6.416955693507976	0.8802425881336072	7JIW_A	6.0	6.753	0.006	8.0	6.338	4.493	8.488	1
1367	0.943	17	-1.673273114651773	-6.416955831790801	0.8810441687879509	2AE4_B	6.0	6.794	0.017	6.5	14.196	5.493	8.488	1
1368	0.145	89	-1.6733606868366695	-6.417653439485079	0.8806086415839557	7MMJ_A	6.5	6.546	0.314	6.5	30.913	6.273	6.812	1
1369	0.936	109	-1.6733606969939632	-6.417653545239498	0.8814095320225853	4YYL_A	5.8	7.578	0.002	7.8	8.219	5.783	9.403	1
1370	0.998	19	-1.6733274065884993	-6.417538801812813	0.8827808907859142	3RTI_B	4.75	4.28	0.057	6.5	1.067	2.164	8.318	1
1371	0.997	11	-1.6733097773423091	-6.417445592501296	0.8838394137408272	5LSS_A	7.0	7.342	0.031	7.3	15.745	6.373	7.998	1
1372	0.975	20	-1.6734063688298138	-6.417988710792432	0.8832240492782522	6JH0_D	6.7	6.39	0.465	7.5	1.167	4.337	8.208	1
1373	0.924	1538	-1.6734463388195384	-6.41824198471291	0.883414786097444	4S1Q_L	8.5	6.756	0.146	7.5	2.375	4.219	8.908	1
1374	0.997	23	-1.6734507507115248	-6.418255928026442	0.8841311078830433	3SBQ_B	7.0	8.221	0.007	8.5	31.436	5.583	8.518	1
1375	0.486	1	-1.673450833483538	-6.418256790323965	0.8849239445542721	6ER1_A	7.5	7.15	0.15	7.5	19.72	5.153	8.438	1
1376	1.0	0	-1.673450833483538	-6.418256790323965	0.8849239445542721	2I6H_B	7.5	6.8	0.311	6.8	0.311	4.693	8.908	1
1377	1.0	169	-1.673450833483538	-6.418256790323965	0.8857162822661202	4IUZ_B	3.6	7.047	0.05	8.0	2.856	3.026	9.999	1
1378	0.991	100	-1.673437026665958	-6.418102511950277	0.886695079857418	4Y92_A	4.6	6.305	0.036	5.0	4.685	3.957	8.663	1
1379	0.998	4	-1.673437026665958	-6.418102511950277	0.8874839240619523	2OBE_C	5.0	5.44	0.035	3.2	7.725	3.176	7.748	1
1380	1.0	0	-1.673437026665958	-6.418102511950277	0.8874839240619523	7LXS_H	6.5	6.8	0.311	6.8	0.311	4.693	8.908	1
1381	0.745	3	-1.6734371284558354	-6.418103565439078	0.8882697883685479	1J87_A	5.6	7.1	0.076	8.5	9.597	5.573	8.508	1
1382	0.812	15	-1.6734371629510283	-6.418103924765973	0.8890549930608457	6RGG_B	4.6	7.038	0.019	7.5	9.972	4.593	8.548	1
1383	0.355	13	-1.6734376599163778	-6.418109040206926	0.889832243586149	7OUA_B	6.5	7.057	0.022	6.5	23.522	6.473	8.508	1
1384	0.847	45	-1.6734398055794615	-6.418129841464599	0.8905850402014208	3CIP_G	7.5	7.024	0.063	7.5	5.546	4.999	8.538	1
1385	0.398	4	-1.673440061514766	-6.418132488698942	0.8913625596425087	6E17_D	5.0	5.96	0.05	5.0	22.668	4.983	8.008	1
1386	0.973	39	-1.6734368694139452	-6.418121850272512	0.8921971017815636	4GXF_C	8.5	7.483	1.345	9.0	7.043	4.983	9.01	1
1387	0.863	18	-1.6736129650960194	-6.419416475716494	0.8905439481245667	5ZCL_D	6.0	6.937	0.856	6.0	4.362	5.003	8.51	1
1388	0.852	26	-1.6736124688536622	-6.419415536659269	0.8913345780467907	1UQ5_A	4.2	6.381	1.362	8.9	8.395	4.192	8.908	1
1389	0.682	113	-1.6741247707122096	-6.423305663276996	0.8849272881033301	7AAI_AAA	7.5	6.949	0.207	7.5	9.707	4.563	7.558	1
1390	0.993	3	-1.6740851917391135	-6.4230925778629056	0.8863043338720075	5J5D_A	7.5	7.2	0.074	8.5	9.917	5.473	8.508	1
1391	1.0	0	-1.6740851917391135	-6.4230925778629056	0.8863043338720075	3BS3_A	8.5	6.8	0.311	6.8	0.311	4.693	8.908	1
1392	0.99	2	-1.6740851917391135	-6.4230925778629056	0.8870939815151591	4X09_A	6.5	6.1	0.089	7.0	13.27	4.483	8.128	1
1393	0.842	66	-1.6741153643807927	-6.423225346363841	0.8874156435416527	2O9C_A	5.6	6.35	0.093	5.6	5.726	4.196	8.508	1
1394	0.08	13	-1.6744357058052606	-6.425960087434978	0.8837184625986759	3VKT_A	8.5	8.379	0.011	8.5	32.897	7.463	8.518	1
1395	0.884	349	-1.6744379472399682	-6.425982888180492	0.8844819978810742	1P2R_A	6.7	6.775	0.332	7.0	3.986	4.995	7.992	1
1396	0.992	6	-1.6743877072549038	-6.425786124746659	0.8860891566862068	5DP2_A	7.5	7.2	0.152	8.5	1.778	4.218	10.606	1
1397	0.712	6	-1.674387727326517	-6.425786334564311	0.8868789355935448	5R4U_B	5.1	6.314	0.041	5.1	11.155	5.083	8.498	1
1398	0.954	544	-1.6746277014482678	-6.42731567487954	0.8841953410067543	4XVJ_L	6.5	6.682	0.142	7.5	0.913	4.153	8.808	1
1399	0.712	13	-1.6746244229226022	-6.427297204262807	0.8850372410277509	5RWQ_A	6.5	6.421	0.021	6.5	11.374	4.822	7.168	1
1400	1.0	0	-1.6746244229226022	-6.427297204262807	0.8850372410277509	1Y7Y_B	7.0	6.8	0.311	6.8	0.311	4.693	8.908	1
1401	0.329	2	-1.6746245149031571	-6.4272981638277535	0.8858281203003416	3HNU_X	8.5	7.933	0.07	8.5	26.357	5.463	8.518	1
1402	0.744	40	-1.6747002751596467	-6.427712048751674	0.8855047658293373	2Q7G_A	7.5	7.712	0.04	8.5	9.568	6.783	8.66	1
1403	0.764	27	-1.6748449360392896	-6.428755089298827	0.8842641587946513	3IES_A	8.5	7.475	0.471	8.5	8.26	5.462	8.508	1
1404	1.0	0	-1.6748449360392896	-6.428755089298827	0.8842641587946513	1O9Y_D	6.5	6.8	0.311	6.8	0.311	4.693	8.908	1
1405	0.746	7	-1.6747786592623717	-6.4284508116526755	0.8860732958934175	6A29_H	8.5	7.625	0.095	7.5	9.331	5.943	8.508	1
1406	0.629	5	-1.6750287149064458	-6.429397845587092	0.8827633686698839	5YB6_D	7.0	6.567	0.237	7.0	13.543	4.593	7.748	1
1407	0.994	4	-1.6750287149064447	-6.4293978455870855	0.8835600982434549	6Y5P_B	6.5	7.62	2.823	7.6	9.589	5.933	8.568	1
1408	0.982	19	-1.675113449146408	-6.429756673600485	0.883014549468637	3PWT_A	7.4	6.29	0.114	5.0	13.73	4.961	8.626	1
1409	1.0	0	-1.675113449146408	-6.429756673600485	0.883014549468637	3BWT_A	6.2	6.8	0.311	6.8	0.311	4.693	8.908	1
1410	0.47	17	-1.6753389388707216	-6.43070820307682	0.8802474387216372	5UAU_E	7.5	7.489	11.124	7.5	19.771	6.493	8.478	1
1411	1.0	0	-1.6753389388707216	-6.43070820307682	0.8802474387216372	1JWQ_A	8.5	6.8	0.311	6.8	0.311	4.693	8.908	1
1412	0.996	1	-1.6753389388707216	-6.43070820307682	0.8810491670798483	6V9P_A	9.0	7.75	0.118	8.7	19.633	5.153	8.718	0
1413	0.934	59	-1.6754409729788495	-6.431375990007816	0.8803799227365035	4TJZ_A	8.5	6.677	0.165	8.0	3.902	4.494	8.504	1
1414	0.83	28	-1.675538662198455	-6.43220012011336	0.8798006305386142	5OEL_B	7.5	6.947	0.011	7.2	10.968	5.493	7.508	1
1415	1.0	0	-1.675538662198455	-6.43220012011336	0.8798006305386142	3R3Q_A	8.0	6.8	0.311	6.8	0.311	4.693	8.908	1
1416	0.964	727	-1.6755667306382356	-6.432348941138072	0.8801749732211468	5GHV_B	8.5	6.934	0.241	7.5	1.069	4.77	8.582	1
1417	0.856	20	-1.6755667629465703	-6.432349276568038	0.880976423215446	3WEK_A	7.5	7.195	0.014	8.5	9.717	4.983	8.518	1
1418	1.0	0	-1.6755667629465703	-6.432349276568038	0.880976423215446	2EQ5_D	4.1	6.8	0.311	6.8	0.311	4.693	8.908	0
1419	0.885	21	-1.6756715830651898	-6.432888574300629	0.8802134282308701	4NEH_B	7.2	6.268	0.208	6.5	5.919	4.424	7.988	1
1420	0.897	44	-1.6756738329030307	-6.432916000379111	0.8809828238616086	4KOD_L	5.8	6.38	0.13	5.6	3.382	4.516	8.323	1
1421	0.276	17	-1.6756739902891982	-6.4329176350199235	0.8817809067640255	4J6V_B	6.5	6.428	0.017	6.5	28.025	6.083	6.518	1
1422	0.999	8	-1.6756739902891982	-6.4329176350199235	0.8825795681861518	3QZY_B	9.0	5.211	0.016	4.4	16.393	4.192	7.508	0
1423	0.995	2	-1.6756739902891982	-6.4329176350199235	0.8833766481512397	1BQB_A	5.2	7.267	0.365	7.5	2.473	5.463	8.128	0
1424	0.556	85	-1.6756903212145278	-6.432995466443231	0.8839233627700636	5FZ7_A	7.5	7.997	3.924	7.5	17.596	7.263	8.928	1
1425	0.996	6	-1.6756903212145278	-6.432995466443231	0.8847177695732987	4LQ6_A	7.5	6.971	0.044	8.5	15.492	5.383	8.508	1
1426	1.0	0	-1.6756903212145278	-6.432995466443231	0.8847177695732987	6YQH_AAA	6.0	6.8	0.311	6.8	0.311	4.693	8.908	1
1427	0.993	3	-1.6756786214429058	-6.432949252078352	0.8856996903635466	5OI9_B	6.0	8.0	0.168	7.2	0.347	5.713	9.826	1
1428	0.965	211	-1.6758371484561627	-6.433630299432161	0.8839925923976376	5TCA_G	8.5	6.491	0.706	7.5	1.523	4.128	8.738	1
1429	0.763	54	-1.675837358443506	-6.433632446229658	0.8847839069703954	6UKW_B	8.5	7.28	0.005	8.5	8.851	5.001	8.508	1
1430	0.398	19	-1.6758375537005632	-6.433634464995204	0.8855738679129916	1HJ3_B	7.0	6.915	0.016	7.0	23.123	4.31	8.408	1
1431	0.888	7	-1.6762712489809017	-6.437204709861327	0.8802658385013258	3JTJ_A	7.5	7.0	0.038	7.5	1.52	4.581	8.629	1
1432	0.946	41	-1.676245499848283	-6.437092839644798	0.8814848595220723	6XDF_B	5.6	6.888	0.202	7.5	8.237	5.001	8.297	1
1433	0.898	9	-1.6762455095146525	-6.437092940696233	0.8822840042116703	2BR6_A	7.8	8.26	0.016	8.5	29.291	6.793	8.518	1
1434	0.993	1	-1.6762455095146525	-6.437092940696233	0.8830816730193076	1S68_A	8.5	6.275	0.143	5.75	17.747	5.153	8.438	0
1435	0.951	22	-1.6762577688384384	-6.437144967358817	0.8836843160954753	1DWQ_B	5.4	6.943	0.082	7.5	5.022	4.789	8.478	1
1436	0.905	328	-1.6762868809215679	-6.437358913748123	0.8840614229287505	7Z25_A	7.5	6.804	0.066	7.0	5.335	4.414	8.496	1
1437	0.99	2	-1.6762868809215679	-6.437358913748123	0.8848555567440445	4XUV_B	7.0	7.767	0.175	8.5	1.417	5.463	8.638	1
1438	1.0	0	-1.6762868809215679	-6.437358913748123	0.8848555567440445	3LO3_b	9.5	6.8	0.311	6.8	0.311	4.693	8.907	0
1439	0.99	2	-1.6762868809215679	-6.437358913748123	0.885648102291708	7ERP_D	7.0	7.267	0.097	7.5	22.836	5.463	8.128	1
