iteration	loss	n_p	w_0	w_1	c	ID	y	mean	mean_prob	mode	mode_prob	lb	ub	capture
2556	0.874	7	-3.133346579163359	-5.4495316319029765	1.2610946195374055	4WP9_B	9.1	7.613	0.059	7.5	9.252	6.473	9.103	1
2557	0.99	5	-3.1333465437542487	-5.4495305587537635	1.2614966553255789	6JFM_B	6.5	7.3	0.05	7.5	2.181	5.863	8.568	1
2558	0.366	7	-3.1333535629361675	-5.449954963183158	1.2616954012349724	7EL8_A	5.7	6.238	0.081	5.7	8.172	5.633	8.228	1
2559	0.909	30	-3.133365399165813	-5.4502132477118534	1.2616046430781123	6ZDF_C	7.0	6.706	0.366	7.5	1.638	4.655	7.808	1
2560	0.957	152	-3.133360654313639	-5.450155405020601	1.262229823562777	6QEO_A	5.9	5.825	0.141	5.0	2.516	3.767	8.521	1
2561	0.941	321	-3.1333743184770695	-5.450601032104368	1.2620830040131388	4MVB_D	5.5	6.84	0.055	7.0	1.104	4.942	8.553	1
2562	1.0	0	-3.1333743184770695	-5.450601032104368	1.2620830040131388	1XRS_B	8.0	6.8	0.311	6.8	0.311	4.693	8.908	1
2563	0.981	2	-3.1333743184770695	-5.450601032104368	1.2624638882236618	2ZZ8_B	6.2	7.167	0.1	7.7	4.457	5.463	8.128	1
2564	0.163	11	-3.133394185940952	-5.451375051044708	1.2620850110399209	1XRO_A	6.0	6.192	0.023	6.0	10.684	5.943	7.508	1
2565	0.713	18	-3.1334268791469273	-5.45198072418475	1.260929987467338	7JVK_D	7.5	7.037	0.101	6.6	6.146	6.513	8.185	1
2566	0.903	1	-3.1334841829102515	-5.452991722032003	1.2588543880859022	3CLM_A	6.0	6.55	0.532	6.32	0.587	5.123	8.438	1
2567	0.547	1	-3.1338164667180286	-5.463722636019493	1.246539039195544	4EXN_F	7.5	7.15	0.15	7.5	3.011	5.153	8.438	1
2568	1.0	0	-3.1338164667180286	-5.463722636019493	1.246539039195544	4PVZ_D	6.0	6.8	0.311	6.8	0.311	4.693	8.908	1
2569	0.986	13	-3.1338292103975984	-5.46394686486627	1.246698190804376	3NW8_D	8.5	6.579	0.112	5.5	4.798	4.971	9.84	1
2570	0.95	2	-3.1338492384425014	-5.464230032477936	1.2464209149563616	4R20_B	7.0	6.933	0.258	7.5	4.57	5.233	8.178	1
2571	0.379	12	-3.1338557762372226	-5.464546580047712	1.2468851264223781	3D2H_A	8.5	7.877	0.06	8.5	8.257	5.44	8.551	1
2572	1.0	0	-3.1338557762372226	-5.464546580047712	1.2468851264223781	4E72_A	7.5	6.8	0.311	6.8	0.311	4.693	8.908	1
2573	0.995	7	-3.1338557762370245	-5.464546580042237	1.2475698929436172	1VEI_A	5.6	7.113	0.038	7.5	4.823	4.58	8.508	1
2574	0.971	71	-3.1338508171103356	-5.464534376049243	1.2485932903112593	3DW0_B	5.5	6.031	0.145	4.0	2.019	3.979	8.509	1
2575	0.65	2	-3.1338584104733043	-5.464829503514001	1.2489531379244572	5IZM_B	7.6	7.633	2.483	7.6	4.372	5.463	8.548	1
2576	0.901	1466	-3.133886137746152	-5.4657400187163185	1.2485012662116546	4RX4_L	6.5	6.753	0.118	7.5	0.912	4.172	8.987	1
2577	0.919	11	-3.1339936109259847	-5.468450359538656	1.244865483749137	2JJW_A	6.5	6.633	0.314	8.5	1.623	3.508	8.558	1
2578	1.0	0	-3.1339936109259847	-5.468450359538656	1.244865483749137	5F7V_A	8.3	6.8	0.311	6.8	0.311	4.693	8.908	1
2579	0.565	6	-3.1340093071206456	-5.46904661084922	1.2449870554656453	5EFC_A	7.5	7.314	0.041	7.5	5.434	6.293	8.518	1
2580	0.929	22	-3.1340066061036866	-5.469009115570178	1.245825286253479	3NGX_B	8.0	6.365	0.315	8.0	0.724	4.126	8.12	1
2581	0.544	10	-3.134014559605432	-5.469319706675385	1.2462258609101602	1MQP_A	5.0	6.527	0.031	5.0	6.02	4.953	8.608	1
2582	0.813	76	-3.1340098584304457	-5.469100328861725	1.2470867403583614	1P44_F	6.8	7.136	0.156	6.8	2.431	5.988	8.962	1
2583	0.968	269	-3.134008133365594	-5.469110741558513	1.2478460899004697	1XCM_A	7.0	6.955	0.168	7.5	3.104	4.453	8.534	1
2584	1.0	0	-3.134008133365594	-5.469110741558513	1.2478460899004697	1WBA_A	5.5	6.8	0.311	6.8	0.311	4.693	8.908	1
2585	0.185	35	-3.13402965916122	-5.469730935903938	1.247619054337139	3H23_B	9.0	8.7	0.05	9.0	10.847	6.433	9.051	1
2586	0.246	11	-3.13404828934068	-5.470452115123071	1.2475749401282565	1SO4_B	7.0	7.067	1.003	7.0	9.62	6.913	7.528	1
2587	0.96	164	-3.1340388270639186	-5.470256724857576	1.2486390863726367	3G6H_B	6.0	6.861	0.178	6.5	2.21	4.535	8.489	1
2588	0.993	36	-3.1340252851923176	-5.4699094887744	1.249834327915971	3H01_B	5.0	6.57	0.395	7.51	1.085	4.455	8.504	1
2589	0.922	38	-3.134026708829984	-5.469965050653946	1.250405737012126	5L50_A	6.5	7.631	0.007	8.5	4.071	4.608	9.011	1
2590	0.842	18	-3.1340430563084705	-5.470604010560902	1.2503950517969606	2I35_A	6.3	6.071	0.331	6.0	4.842	4.973	8.468	1
2591	0.802	35	-3.134041955902196	-5.470544750642155	1.2510339144794178	6X2O_C	6.4	6.792	0.016	6.6	7.021	6.343	8.847	1
2592	0.494	3	-3.1340502713130953	-5.470869733263985	1.2513177801117046	6EWZ_B	8.5	7.7	0.061	8.5	6.637	5.713	8.548	1
2593	0.413	11	-3.134052793379089	-5.471092744033366	1.2518491160598604	6EKZ_A	5.6	5.633	4.186	5.6	7.89	3.987	8.498	1
2594	0.53	71	-3.1340608572421464	-5.471420245697077	1.2521323362700298	5HT4_A	6.9	6.969	0.953	6.9	5.359	4.511	8.719	1
2595	0.643	64	-3.1340663927705985	-5.471617990249556	1.2525076476400172	5H2Z_A	4.8	5.609	0.017	4.8	4.354	4.56	8.168	1
2596	0.313	2	-3.134079107726439	-5.472113835316468	1.2525945997894823	3JUB_A	7.0	6.933	0.903	7.0	8.842	5.463	8.128	1
2597	0.891	50	-3.1340812077826445	-5.472195741865419	1.2530850674669753	3MXX_A	7.5	6.439	0.395	6.5	2.811	5.523	7.548	1
2598	0.941	1625	-3.134096842178336	-5.4726289976999585	1.2530119129814865	6AWO_C	8.5	6.754	0.188	7.5	0.612	4.159	8.981	1
2599	0.937	12	-3.134119238703669	-5.472887549187538	1.2523561555894156	2PBP_A	7.4	7.292	0.327	8.0	1.256	5.663	9.043	1
2600	0.795	4	-3.1341220016887075	-5.472996054775397	1.2528258970198678	3KAQ_A	5.0	6.72	0.167	5.0	2.726	4.963	8.873	1
2601	0.983	1	-3.134118156693391	-5.4728450569725435	1.2535385425149974	4ESK_D	8.2	7.4	0.14	8.0	6.854	5.153	8.438	1
2602	0.959	7	-3.134110552767883	-5.472743251822832	1.2544656729183226	3OID_D	7.5	6.75	0.313	7.8	1.837	4.894	8.429	1
2603	0.991	74	-3.134107476167238	-5.472704714906167	1.2551448210107767	5IH6_A	9.4	6.416	0.189	5.0	1.334	4.667	9.062	0
2604	0.377	10	-3.134594931836227	-5.48733126792563	1.2367056855688978	4PWW_A	7.5	7.118	0.057	7.5	4.336	3.998	7.688	1
2605	0.893	26	-3.1345900148567454	-5.487264499980497	1.2378106910639761	6BRC_B	6.0	6.672	0.13	6.5	2.128	4.704	8.498	1
2606	0.314	2	-3.134599842319877	-5.487648397101135	1.2382972164716142	3ZD8_B	6.5	6.6	0.133	6.5	9.066	5.463	8.128	1
2607	0.83	45	-3.1345673416642277	-5.487048932844476	1.2405323862317383	7D23_A	7.5	6.824	0.434	7.5	2.179	5.543	8.407	1
2608	0.553	30	-3.134594785818356	-5.487479232931182	1.2397208864716303	2FHB_A	6.0	6.348	0.15	6.0	5.814	4.571	8.6	1
2609	0.856	20	-3.13459789353362	-5.487599605579165	1.24042884326116	1K0M_B	5.0	6.629	0.059	6.5	4.883	4.688	8.338	1
2610	0.483	1	-3.134603404924283	-5.487816243480964	1.2410301899867695	3WRQ_A	5.4	6.1	0.134	5.4	6.99	5.153	8.438	1
2611	0.49	3	-3.134609584762942	-5.48805837942973	1.241593855116727	5U7V_A	8.0	6.95	0.077	8.0	6.85	4.803	8.058	1
2612	0.625	118	-3.1346190623630275	-5.488361497804959	1.24199363279344	2RIY_A	7.5	7.204	0.054	7.5	4.286	4.597	8.799	1
2613	0.803	13	-3.134652170901731	-5.489203932788542	1.2414628509365622	5AGS_A	5.5	6.843	0.098	5.5	2.238	5.343	9.316	1
2614	0.986	2	-3.134652170901731	-5.489203932788542	1.2422560789838526	6M20_D	5.7	6.167	0.092	5.2	4.507	5.143	8.128	1
2615	0.595	4	-3.134657304715186	-5.489404942351425	1.2428356249214296	1JRI_N	8.5	7.0	0.062	5.6	5.486	5.543	8.538	1
2616	1.0	0	-3.134657304715186	-5.489404942351425	1.2428356249214296	5U2L_A	8.5	6.8	0.311	6.8	0.311	4.693	8.908	1
2617	0.984	670	-3.1346501821793513	-5.489282690769718	1.243925140653423	5YU9_D	5.0	6.907	0.255	7.5	1.431	4.63	8.833	1
2618	0.998	1	-3.1346501821793513	-5.489282690769718	1.2446685551446002	1PYF_A	9.86	8.585	0.059	10.37	6.897	5.153	10.398	1
2619	0.959	1	-3.1346055668252855	-5.488570760642967	1.2474306599179201	4EWT_D	7.5	7.65	0.237	8.44	0.425	5.153	9.295	1
2620	0.973	1	-3.1346055668252855	-5.488570760642967	1.2481045820073144	5V5T_D	7.5	6.65	0.155	6.5	6.986	5.153	8.438	1
2621	0.441	17	-3.134614523260869	-5.488920226642546	1.2484217309809842	5TPA_B	7.0	6.711	0.017	7.0	7.434	5.963	7.488	1
2622	0.481	7	-3.1346197284035338	-5.489151748265456	1.248866919946729	5WNM_A	7.5	7.013	0.118	7.5	6.894	4.795	8.412	1
2623	0.973	1	-3.1346162310136703	-5.489099005123323	1.2496750173404862	6I28_A	7.5	6.1	0.305	5.49	0.406	4.444	8.438	1
2624	0.735	3	-3.134621703370193	-5.489311325092725	1.2500945242036212	5EIO_C	7.0	6.1	0.084	7.0	3.305	4.559	7.878	1
2625	1.0	0	-3.134621703370193	-5.489311325092725	1.2500945242036212	4DEY_B	7.5	6.8	0.311	6.8	0.311	4.693	8.908	1
2626	1.0	0	-3.134621703370193	-5.489311325092725	1.2500945242036212	5KAK_H	8.5	6.8	0.311	6.8	0.311	4.693	8.908	1
2627	0.931	1	-3.134546530780988	-5.487805767540274	1.2538642163536	4J0U_A	6.9	7.1	0.553	7.39	0.759	5.153	8.438	1
2628	0.987	1	-3.134546530780988	-5.487805767540274	1.254409300187135	2X2T_A	8.5	5.7	0.108	4.6	6.867	4.552	8.438	0
2629	0.958	81	-3.1345794776567235	-5.488532922334144	1.2535958545383372	1RKR_D	8.0	6.421	0.064	7.02	0.461	3.927	8.513	1
2630	0.971	21	-3.1345886986033387	-5.488790983672365	1.2537862498925623	1DS6_B	6.0	7.026	0.23	8.5	0.553	5.071	8.588	1
2631	0.793	41	-3.1346013983450005	-5.489140544389222	1.253847757808701	7N7O_A	7.5	6.331	0.098	7.5	2.652	5.423	7.538	1
2632	0.694	206	-3.1346858479815993	-5.491467630842472	1.251075572469321	3ADU_B	7.5	7.663	0.257	8.0	3.423	6.543	8.655	1
2633	0.864	429	-3.134711273250499	-5.49235969282188	1.2506970858404065	6OA8_A	8.5	6.968	0.583	8.0	1.559	4.559	8.55	1
2634	0.803	21	-3.1349132792324963	-5.496432518423833	1.2427318511911378	2Z1B_D	7.5	7.375	0.992	7.43	1.11	6.233	8.47	1
2635	0.944	160	-3.13492778174954	-5.4966602042997295	1.2428071185300258	6LE1_A	8.0	6.895	0.302	7.26	0.326	4.478	8.746	1
2636	0.973	73	-3.1349235049145756	-5.496604157008148	1.2437836794354427	4Z9X_A	5.6	7.204	0.259	7.52	0.275	4.508	9.516	1
2637	0.812	48	-3.1349278542932635	-5.496783850428613	1.2443643444088623	5M9M_D	5.5	6.14	0.032	7.0	2.798	4.685	8.018	1
2638	0.934	35	-3.1349809538041864	-5.49744285263107	1.2423817977964342	4HE4_B	7.5	7.0	0.327	7.22	0.341	4.196	9.087	1
2639	0.884	8	-3.134985856674909	-5.497729366017589	1.2430233458200215	2XSZ_F	8.0	6.45	0.078	6.0	2.609	5.461	8.018	1
2640	0.852	16	-3.1349940953494175	-5.497961598345064	1.2434617132315298	1ZGX_B	7.4	7.359	0.677	7.2	1.745	6.443	10.448	1
2641	1.0	48	-3.13499409210879	-5.497961532606947	1.2442142311328652	4XHH_A	10.5	6.676	0.134	6.5	0.641	4.857	9.375	0
2642	0.983	18	-3.1349927637540422	-5.497876561315083	1.2449694501698865	3NRP_D	7.0	7.742	0.107	6.5	1.504	5.421	9.913	1
2643	0.647	5	-3.135009915955299	-5.4981912028153745	1.2447849026568518	6TIX_BBB	7.5	7.55	1.175	7.5	4.594	5.813	8.472	1
2644	0.844	9	-3.135014437051299	-5.498379465776559	1.245340499436414	4YZX_B	8.0	7.9	0.028	7.5	1.378	6.313	8.999	1
2645	0.66	8	-3.1350188028451678	-5.498550384190757	1.24588848797696	1IVN_A	6.5	5.922	0.027	6.5	4.566	4.449	7.528	1
2646	0.951	49	-3.135055218395333	-5.499619139333161	1.2451551508775203	6NLB_D	8.5	5.758	0.018	4.56	1.253	3.97	8.453	0
2647	0.647	31	-3.135089862400643	-5.500504411772133	1.244492198481864	1OV6_C	5.4	5.725	0.145	5.4	3.658	4.535	7.528	1
2648	0.32	2	-3.1350962458907685	-5.50075554765117	1.2449793903250894	5MH6_D	8.0	7.6	0.085	8.0	9.34	5.463	8.128	1
2649	0.473	1	-3.1351021667806216	-5.5009877925518555	1.2454747496725889	4LBH_A	7.5	7.15	0.15	7.5	6.991	5.153	8.438	1
2650	0.555	1	-3.135450052950778	-5.512030864977234	1.2326492206906892	7PON_A	6.0	6.4	0.148	6.0	2.901	5.153	8.438	1
2651	0.855	10	-3.135467207282446	-5.512194289477036	1.2325613568192677	3N4E_B	7.5	6.891	0.38	7.5	1.55	5.333	8.458	1
2652	0.995	7	-3.135467207282446	-5.512194289477036	1.2335325988204222	4B5O_A	8.0	7.413	0.056	6.5	3.513	6.423	9.018	1
2653	0.19	4	-3.1354750621641707	-5.512502515279955	1.2341796456747396	2GMU_B	6.0	6.16	0.055	6.0	11.221	5.913	7.658	1
2654	0.964	90	-3.1354800459214625	-5.512569153263408	1.2348873207325168	5TF4_F	7.5	6.649	0.386	6.5	0.449	4.396	8.951	1
2655	0.976	1	-3.135462322648727	-5.512344672840416	1.2367271134049505	1YW6_B	8.0	6.4	0.356	6.17	0.364	4.618	8.458	1
2656	0.919	39	-3.1354842194053547	-5.512833024285901	1.236708867837529	4AM2_B	7.5	6.1	0.486	7.5	0.864	4.558	8.298	1
2657	0.314	2	-3.135502517060835	-5.513535025592096	1.2368883124733432	3NJT_A	6.5	6.6	0.159	6.5	8.548	5.463	8.128	1
2658	0.857	7	-3.1354896869235063	-5.513314823653428	1.2383307097560363	5NYQ_A	7.5	7.075	0.261	8.5	3.408	4.538	8.528	1
2659	0.974	20	-3.135490189334723	-5.513334098291794	1.2391671068518884	1A8M_C	5.5	7.233	0.014	6.5	3.562	5.633	8.894	0
2660	0.787	354	-3.135499854465606	-5.51364824458571	1.239605160906554	7DPU_B	6.0	6.695	0.227	6.5	2.765	4.992	8.506	1
2661	0.974	1	-3.135499854465606	-5.51364824458571	1.240435582468483	4NHF_F	6.0	6.9	0.6	7.0	4.396	5.153	8.438	1
2662	0.553	46	-3.135523006856139	-5.514077681765158	1.2400894324138825	5IK6_A	7.0	6.97	3.044	7.0	4.918	5.579	8.511	1
2663	0.968	1497	-3.135537624444907	-5.5144729720560965	1.2403265413401374	7SHZ_L	4.6	6.754	0.189	7.5	0.519	4.22	8.908	1
2664	0.499	1	-3.1355416674271694	-5.514632167684624	1.2409858402537093	1CVI_D	10.0	8.4	0.071	10.0	7.066	5.153	10.036	1
2665	0.686	35	-3.135573013441587	-5.515432204031802	1.2405343907691697	1PR2_C	5.4	6.033	0.02	5.4	3.346	4.61	8.629	1
2666	0.867	7	-3.135574378271624	-5.5154856969389865	1.2412935922019823	5LJF_B	6.5	6.963	2.296	7.0	5.133	5.963	8.018	1
2667	0.995	4	-3.1355722233927676	-5.5154613163224155	1.242208870086365	4C5Z_B	8.5	6.262	0.116	5.0	5.685	4.646	9.017	1
2668	0.96	2	-3.1356107288464146	-5.516016114591703	1.2411452275343886	3AQT_B	4.6	6.367	0.1	8.0	4.687	3.564	8.128	1
2669	0.833	91	-3.135753952731366	-5.519185160728313	1.236006842078787	6XPS_C	7.5	7.028	0.397	7.5	1.242	5.116	8.498	1
2670	0.523	12	-3.135753927800499	-5.5192828516428785	1.2369534300358604	4LY3_B	7.0	6.6	0.076	7.0	6.622	4.923	8.555	1
2671	0.86	59	-3.1357882040129184	-5.520254241682677	1.236476114411178	1R2I_A	5.5	6.273	0.077	6.0	2.068	4.551	8.569	1
2672	0.555	18	-3.135804144776533	-5.520585216758449	1.2366333387407138	1D03_A	6.8	7.3	0.076	6.8	5.905	6.013	8.897	1
2673	0.964	27	-3.135804957353676	-5.520616512357703	1.2374914153635521	6YLR_B	9.0	7.461	0.01	8.0	4.327	5.473	8.541	0
2674	0.038	418	-3.1358146634678787	-5.520963089215465	1.2379870620375621	5OZ7_A	4.6	4.649	2.989	4.6	13.623	4.544	4.658	1
2675	1.0	0	-3.1358146634678787	-5.520963089215465	1.2379870620375621	6S4C_A	4.6	6.8	0.311	6.8	0.311	4.693	8.908	0
2676	0.735	206	-3.1358289795280223	-5.52138902361671	1.2382829055000129	4PVU_B	8.0	7.66	0.263	8.0	3.484	6.543	8.656	1
2677	0.891	57	-3.1358617460074854	-5.5217247038558686	1.2371352781164002	6SEA_A	7.0	6.666	0.213	8.0	2.052	4.482	8.342	1
2678	0.997	1	-3.1358617460074854	-5.5217247038558686	1.2380145959731346	4E71_A	9.6	6.8	5.297	6.8	5.297	5.153	8.437	0
2679	0.74	206	-3.1360528666829546	-5.5269317803368	1.2312670013420692	5U3Z_B	7.5	7.663	0.492	7.5	2.099	6.533	8.638	1
2680	0.98	68	-3.1360552927445187	-5.5269438935143755	1.2321119428602116	3PFQ_A	8.5	6.852	0.37	6.5	0.684	4.834	9.01	1
2681	1.0	0	-3.1360552927445187	-5.5269438935143755	1.2321119428602116	5GOX_B	8.7	6.8	0.311	6.8	0.311	4.693	8.908	1
2682	0.577	31	-3.1360588613332556	-5.527072165051264	1.2329391451346314	1L7K_B	6.0	6.788	0.092	6.0	5.863	4.855	9.329	1
2683	0.647	2	-3.1360618925072807	-5.5271910913854905	1.2337851721972812	4RP9_A	6.5	6.933	0.103	6.5	4.785	5.463	8.128	1
2684	0.936	641	-3.1360627812910877	-5.527239861810571	1.234706707841945	6Q7D_A	8.5	7.014	0.392	8.5	0.601	4.76	8.983	1
2685	0.924	9	-3.1360847629144053	-5.527704174946237	1.2347505784792017	5AID_A	6.1	7.02	0.063	8.0	4.108	4.993	9.253	1
2686	0.949	19	-3.1360851004973753	-5.527717479968583	1.235664865085165	1NIR_B	8.4	6.845	1.003	7.0	1.972	4.254	8.358	0
2687	0.929	55	-3.136112108146693	-5.528261278676396	1.2353741623478416	3E60_B	7.0	7.159	0.338	7.01	0.355	5.314	8.741	1
2688	0.315	158	-3.1361196899126327	-5.528557620418216	1.2359951251590058	3EOU_A	5.5	6.438	0.002	5.5	9.479	5.453	8.526	1
2689	0.894	81	-3.136120565533064	-5.528593281661651	1.2368641526724466	5JVX_A	7.2	6.766	0.833	6.5	3.418	5.543	7.498	1
2690	0.994	16	-3.1361127179317436	-5.528472448065808	1.2381203067928555	3ZLM_A	9.0	7.206	0.184	6.0	2.439	5.603	8.418	0
2691	1.0	0	-3.1361127179317436	-5.528472448065808	1.2381203067928555	5TVL_D	11.0	6.8	0.311	6.8	0.311	4.693	8.907	0
2692	0.897	275	-3.1360970723864208	-5.528175195027376	1.2396532636157045	1ODC_A	5.8	6.627	0.349	6.0	2.009	5.447	8.035	1
2693	0.649	5	-3.1361024672824134	-5.528314588970318	1.2402240416898211	2Q5O_B	6.5	6.967	1.283	6.5	4.793	5.813	8.475	1
2694	0.971	1	-3.1361024672824134	-5.528314588970318	1.2410421128125884	4G9Y_A	6.3	7.3	0.144	7.8	7.087	5.153	8.438	1
2695	0.993	4	-3.1361024672824134	-5.528314588970318	1.2418437221810077	7EAL_F	5.5	6.28	0.057	6.0	2.809	4.963	7.658	1
2696	0.996	9	-3.1361024672824134	-5.528314588970318	1.2426293168749274	3FN8_B	8.0	5.63	0.021	5.5	12.458	5.443	6.798	0
2697	0.97	21	-3.1360982383708556	-5.52824130366675	1.2435920665699787	3FZI_A	7.5	6.586	0.244	6.5	2.155	4.614	8.679	1
2698	0.487	1	-3.1361025910216678	-5.528412302256326	1.2441749553323531	3NVO_B	8.5	7.65	0.125	8.5	7.077	5.153	8.558	1
2699	0.937	1791	-3.136127719278659	-5.529082657353097	1.243895732987105	6C5I_L	8.5	6.764	0.185	7.5	0.639	4.176	8.961	1
2700	0.997	9	-3.1361277192786488	-5.529082657352896	1.244640186488396	6XIX_H	8.5	6.35	0.224	8.0	1.407	5.113	8.997	1
2701	0.977	213	-3.136130046955232	-5.529115215404928	1.2452504171947743	2CMA_A	6.6	7.425	0.635	7.5	2.985	5.886	8.532	1
2702	0.783	256	-3.1361430476740586	-5.529600751863995	1.2454681313894973	4ME5_A	6.0	7.461	0.755	8.0	3.019	5.973	9.016	1
2703	0.969	1	-3.136143047673764	-5.52960075185715	1.2461813353851716	5V3S_B	7.0	7.65	0.125	8.5	1.025	5.153	8.848	1
2704	0.61	43	-3.136157227154714	-5.530172872091819	1.246339813704666	1R0B_L	5.8	6.11	0.007	5.7	4.537	5.609	7.878	1
2705	0.765	234	-3.1362007985338116	-5.531006512088812	1.2451609512120578	4FTN_A	7.5	7.108	0.242	7.5	2.577	4.938	8.794	1
2706	0.974	1	-3.1361941165130967	-5.530921613529616	1.2462214771437286	6MFL_B	6.0	7.65	0.267	8.25	0.303	5.153	9.664	1
2707	0.666	47	-3.1361973622765205	-5.531048927837766	1.2467948526176227	4WL9_A	7.0	6.825	0.006	7.0	4.668	5.204	9.014	1
2708	0.5	11	-3.1362034011963096	-5.5312847295508245	1.2472486561418337	5A69_A	10.2	8.7	0.009	10.2	6.813	5.963	10.229	1
2709	0.658	2	-3.136207118436067	-5.531430121191595	1.2477832661693742	4BXQ_A	8.5	7.267	0.097	8.5	4.616	5.463	8.538	1
2710	0.798	5	-3.1361632645078985	-5.530743214424263	1.2504248122627688	3WC0_P	8.0	7.217	0.516	8.0	2.491	5.913	8.128	1
2711	0.787	349	-3.1361631692828693	-5.530722796255519	1.2510407501594754	2IGC_A	6.9	6.775	0.939	7.0	1.489	4.992	7.993	1
2712	0.988	1	-3.1361631692828693	-5.530722796255519	1.2516422787987767	2Q1Z_D	5.0	6.65	0.155	6.5	7.022	5.153	8.438	0
2713	0.999	8	-3.136161872829874	-5.530712322883554	1.2523225178277382	6NW9_C	9.4	6.733	0.272	8.0	1.741	3.556	8.047	0
2714	0.847	5	-3.1362725059427268	-5.5342544853161435	1.248616377930589	4I4S_D	6.5	7.883	0.036	8.5	7.036	6.123	8.558	1
2715	1.0	0	-3.1362725059427268	-5.5342544853161435	1.248616377930589	6O4P_B	8.0	6.8	0.311	6.8	0.311	4.693	8.908	1
2716	0.975	354	-3.1362733625383	-5.534270051205251	1.2492245585546797	7L14_B	9.0	6.687	0.206	6.5	2.792	4.993	8.5	0
2717	0.957	15	-3.136250116084122	-5.53390526914917	1.2509327825836276	1M9U_C	7.2	7.056	0.226	6.44	0.275	4.773	9.025	1
2718	0.966	2	-3.1362327584351273	-5.533660598719192	1.2523697287424256	4D01_A	6.5	7.267	0.273	7.5	4.913	5.453	8.568	1
2719	0.913	14	-3.136279599370365	-5.534821784486004	1.251075237709328	2XSQ_A	7.5	7.763	0.47	9.5	5.501	4.198	9.529	1
2720	0.939	905	-3.136289341894542	-5.534908662122388	1.2511323883387073	3Q6U_A	7.0	7.04	0.3	7.5	0.521	4.71	8.983	1
2721	0.626	18	-3.1362955846558083	-5.535067823066817	1.2514362261688945	5OCF_A	7.5	7.126	0.034	7.5	5.216	5.643	10.262	1
2722	0.692	6	-3.13630175150671	-5.535167667276313	1.2517291267265167	3H7K_A	7.0	7.414	0.124	7.0	4.157	6.173	9.219	1
2723	0.98	2	-3.1363016068958283	-5.535161986766937	1.2523226416838593	3AUY_B	6.5	6.573	0.102	6.2	4.768	5.463	8.128	1
2724	1.0	0	-3.1363016068958283	-5.535161986766937	1.2523226416838593	4LPQ_A	7.0	6.8	0.311	6.8	0.311	4.693	8.908	1
2725	0.973	1	-3.1363016068958283	-5.535161986766937	1.252898724137935	3CXB_B	7.5	7.4	0.14	8.0	7.166	5.153	8.438	1
2726	1.0	0	-3.1363016068958283	-5.535161986766937	1.252898724137935	1NNX_A	2.4	6.8	0.311	6.8	0.311	4.693	8.907	0
2727	0.194	9	-3.1363097464855834	-5.53548116970784	1.253152075717025	4YNR_B	7.0	6.88	0.033	7.0	11.168	5.933	7.058	1
2728	0.909	38	-3.1363051600786607	-5.535382494884425	1.253886610811881	1SHL_B	5.8	6.014	0.123	5.35	1.237	4.309	8.148	1
2729	0.454	25	-3.1363520728105776	-5.5364474229579175	1.2524716998282386	1W5Q_B	7.5	7.563	0.895	7.5	6.992	6.233	9.011	1
2730	0.455	16	-3.136370287892473	-5.536889185301831	1.2522880384168078	3BKQ_X	7.5	6.876	0.078	7.5	7.478	4.028	7.558	1
2731	0.991	2	-3.136370287892473	-5.536889185301831	1.2528646458090786	4GZV_H	8.5	6.267	0.1	6.0	3.739	5.463	8.128	0
2732	0.995	2	-3.136370287892473	-5.536889185301831	1.25342958524944	4UF5_B	9.0	6.267	0.095	7.0	4.792	4.943	8.128	0
2733	0.988	4	-3.136370287892473	-5.536889185301831	1.2539835566534072	1LUA_C	6.5	7.66	0.05	7.5	5.736	5.933	8.528	1
2734	0.302	140	-3.136371065508222	-5.536947377660058	1.2544968802002112	3MRX_A	6.7	6.801	0.827	6.7	9.434	5.961	8.414	1
2735	0.659	2	-3.136375904244319	-5.537135930950811	1.2548444402755101	5N7K_D	5.0	6.267	0.095	5.0	4.52	4.953	8.128	1
2736	0.843	7	-3.1363622956950965	-5.5369232288403	1.2559715246200156	2EJV_B	6.5	7.113	0.296	6.5	1.936	5.063	8.641	1
2737	1.0	0	-3.1363622956950965	-5.5369232288403	1.2559715246200156	5DCL_B	8.0	6.8	0.311	6.8	0.311	4.693	8.908	1
2738	0.889	81	-3.1363628259504304	-5.53694460988746	1.2564546250282709	5KVZ_A	7.3	6.765	0.794	6.5	3.387	5.537	7.498	1
2739	0.993	5	-3.136362825489958	-5.53694459438696	1.2569480192709586	6FI9_H	5.6	7.133	0.05	7.5	4.842	5.903	7.628	0
2740	0.902	5	-3.1362482235063376	-5.534146528180202	1.2620294867466448	1M5S_D	6.7	7.083	1.401	7.0	1.614	6.003	8.459	1
2741	0.835	57	-3.1362744201019837	-5.534776091324499	1.2612911587008366	1J1C_B	7.5	7.056	0.639	7.0	3.612	4.042	8.955	1
2742	0.773	27	-3.1363034338424103	-5.535287756600122	1.2603832098647003	4E0C_B	8.3	6.918	0.121	8.3	2.729	3.699	8.842	1
2743	0.899	84	-3.1363056512502276	-5.53541318705719	1.26070811494337	4F60_A	6.5	7.279	0.129	7.5	1.56	5.326	9.097	1
2744	0.247	11	-3.1363092839035476	-5.535627614948076	1.2609998283154726	7PPV_B	5.5	5.942	0.031	5.5	10.557	5.453	8.008	1
