iteration	loss	n_p	w_0	w_1	c	ID	y	mean	mean_prob	mode	mode_prob	lb	ub	capture
844	0.936	11	-3.021187570756595	-1.7204045465264273	1.1741411127244337	1FMU_A	5.6	5.067	0.287	5.47	0.328	2.48	7.638	1
845	0.946	1	-3.0212137673351647	-1.7210214905337275	1.1744418404921757	5EVY_X	8.5	7.9	0.205	8.86	0.286	5.153	10.058	1
846	0.88	2	-3.021381803495707	-1.7264033294985999	1.1687563669357028	6ELT_A	8.25	7.767	0.41	8.23	0.601	5.463	9.036	1
847	1.0	0	-3.021381803495707	-1.7264033294985999	1.1687563669357028	4EKF_A	5.6	6.8	0.311	6.8	0.311	4.693	8.908	1
848	0.922	437	-3.0214171414508426	-1.727447268994243	1.1691897170305128	6OPW_B	5.5	5.723	0.382	5.55	0.388	4.061	7.606	1
849	0.979	1643	-3.021420029092925	-1.7275444655274204	1.1713262928820658	4G6J_L	4.5	6.763	0.244	7.15	0.253	4.011	9.23	1
850	0.925	1	-3.0214026169351116	-1.72696739300063	1.1743034095847429	5CXW_A	7.5	6.9	0.59	6.99	0.599	5.153	8.438	1
851	1.0	0	-3.0214026169351116	-1.72696739300063	1.1743034095847429	6T8M_C	7.5	6.8	0.311	6.8	0.311	4.693	8.908	1
852	0.983	698	-3.021395863428286	-1.7267805194968822	1.1768169137539253	6I6J_C	9.0	6.642	0.236	7.17	0.249	3.963	9.05	1
853	0.842	16	-3.0216399312551436	-1.7348433257906184	1.168014354381045	1V4J_B	7.5	7.3	0.722	7.5	0.792	5.427	8.248	1
854	1.0	0	-3.0216399312551436	-1.7348433257906184	1.168014354381045	5ZYF_F	4.6	6.8	0.311	6.8	0.311	4.693	8.908	0
855	0.885	1	-3.021779090537692	-1.7394046180939788	1.1639624602200302	2D5G_F	7.5	7.15	0.476	7.47	0.574	5.153	8.528	1
856	0.958	2	-3.0217785728805637	-1.7393962617700676	1.166352785979723	6ZMQ_A	6.5	7.6	0.26	7.52	0.26	5.143	10.117	1
857	0.95	1702	-3.02179015993486	-1.7396906174147369	1.1678184145114916	5WNB_M	7.0	6.763	0.243	7.12	0.25	3.997	9.25	1
858	0.96	53	-3.0217742175457385	-1.739129423100052	1.1705216386190442	2VAE_H	7.5	7.152	0.195	8.3	0.259	4.124	10.08	1
859	0.966	1	-3.0217267374327026	-1.7375604024043483	1.1748643841052326	4P5A_D	7.5	6.65	0.577	6.51	0.599	5.143	8.438	1
860	0.909	35	-3.0218157530316945	-1.7404566948448361	1.1727009338302907	4MQ4_B	5.6	6.393	0.282	5.75	0.474	4.662	9.257	1
861	0.859	7	-3.0220296168585694	-1.7475340657296363	1.165306337427476	3IX3_B	7.3	7.025	0.594	7.3	0.708	5.333	8.078	1
862	0.894	95	-3.0221537157430296	-1.7515054629173157	1.161394146226676	2W7M_A	7.5	7.254	0.489	7.47	0.529	5.229	8.996	1
863	0.956	950	-3.022160142620244	-1.7516469645896608	1.1632511122227105	6BCK_L	6.5	6.631	0.224	7.12	0.234	3.876	9.136	1
864	0.928	57	-3.0222054304390933	-1.7524687020662257	1.16074943068902	1IHO_B	8.0	7.824	0.35	8.03	0.357	5.637	9.699	1
865	0.95	14	-3.0222199096534794	-1.752872364779091	1.162125477299205	4ELS_F	8.0	6.973	0.291	7.42	0.311	5.026	9.023	1
866	0.862	17	-3.0224283621815826	-1.7597256025245689	1.1547469367867265	6P5Z_B	5.0	5.494	0.38	4.99	0.692	4.209	8.485	1
867	0.882	52	-3.0225546918104396	-1.7638496111554922	1.151471267605168	1OZE_B	7.5	7.331	0.584	7.43	0.594	5.852	8.656	1
868	0.937	69	-3.0226043381494114	-1.765484792562169	1.1518071529121197	4D2S_A	6.0	6.985	0.329	7.49	0.448	5.563	8.382	1
869	0.974	10	-3.0225693842384582	-1.7643380240185067	1.1559874310395613	1MUF_A	7.0	7.364	0.123	8.31	0.457	5.333	8.959	1
870	0.878	1	-3.0227185879829523	-1.7692621424362898	1.151746309881678	5YJD_B	6.5	6.65	0.588	6.51	0.612	5.143	8.438	1
871	0.943	67	-3.0227373405395586	-1.7697848860760286	1.1532169600053874	3ZOO_D	7.0	6.801	0.284	6.91	0.286	4.579	8.971	1
872	0.956	648	-3.022745578683596	-1.7699609734342814	1.1550732672778856	7C95_D	7.5	6.666	0.223	6.99	0.226	3.829	9.29	1
873	0.968	202	-3.0227517482518715	-1.7701818738793758	1.1573472712526423	6DY8_D	8.5	6.765	0.262	6.65	0.263	4.72	8.851	1
874	0.941	2	-3.0227586993076336	-1.7701771947365692	1.1574016327271412	2O8R_B	7.0	7.267	0.298	7.27	0.298	5.063	9.462	1
875	0.96	641	-3.0227620922019014	-1.7702295492503866	1.1593281972638718	6Q7C_A	6.0	7.018	0.252	6.99	0.252	4.36	9.51	1
876	0.978	1468	-3.022765250583371	-1.77033459494335	1.1616762363619892	6O3K_L	4.6	6.746	0.238	7.13	0.246	3.954	9.3	1
877	0.946	2	-3.0227181241709404	-1.7687745915830844	1.1661759830376577	2O2W_A	7.5	7.433	0.292	7.0	0.412	5.463	9.028	1
878	0.943	30	-3.0227362187867572	-1.7692519458760247	1.1666244135586983	3QRW_B	7.5	7.313	0.278	7.55	0.285	5.011	9.613	1
879	0.935	439	-3.0227520006050455	-1.7697345394938242	1.1681547481308456	2AZ9_A	6.2	5.729	0.393	5.52	0.402	4.143	7.592	1
880	1.0	0	-3.0227520006050455	-1.7697345394938242	1.1681547481308456	2IJL_B	5.5	6.8	0.311	6.8	0.311	4.693	8.908	1
881	0.986	112	-3.0227509110758395	-1.7696957264157889	1.170439382875005	1U9V_A	8.7	5.986	0.244	6.26	0.257	3.274	8.8	1
882	0.984	6	-3.022744610073257	-1.7694879504190502	1.1729339597098718	3S06_B	9.0	6.586	0.536	6.45	0.559	4.753	8.74	0
883	0.967	566	-3.0227473245227614	-1.7695858645742415	1.175055314001009	1OPJ_B	5.6	6.991	0.262	7.04	0.262	4.33	9.48	1
884	1.0	0	-3.0227473245227614	-1.7695858645742415	1.175055314001009	3R3Q_A	8.0	6.8	0.311	6.8	0.311	4.693	8.908	1
885	0.906	126	-3.022794491384851	-1.771139057904296	1.1750615016237678	2I5J_B	6.4	6.563	0.497	6.67	0.503	5.001	7.897	1
886	0.92	3	-3.0228568166405334	-1.7732010940992982	1.1744222888077365	1X6J_A	8.0	6.95	0.194	7.73	0.448	4.983	8.538	1
887	0.882	1	-3.0230024011707317	-1.7780017574281641	1.1700885725046475	4PYH_A	7.5	7.15	0.481	7.48	0.59	5.153	8.518	1
888	0.925	709	-3.0230668013636213	-1.7797196045853443	1.16754887779378	1GB6_A	4.5	4.905	0.321	4.51	0.375	2.712	7.887	1
889	0.953	40	-3.023088868696877	-1.7801540154633426	1.167698854208273	1YFE_A	7.5	6.717	0.242	6.03	0.296	4.418	9.038	1
890	1.0	0	-3.023088868696877	-1.7801540154633426	1.167698854208273	4EDP_B	7.0	6.8	0.311	6.8	0.311	4.693	8.908	1
891	1.0	0	-3.023088868696877	-1.7801540154633426	1.167698854208273	1XHV_L	5.5	6.8	0.311	6.8	0.311	4.693	8.908	1
892	0.929	62	-3.0231401035860577	-1.7815893077891796	1.1664587135416777	6ED6_B	5.5	6.125	0.276	5.52	0.356	4.002	8.781	1
893	0.922	2	-3.0232323160176335	-1.7846071027973824	1.1648368821274269	3EZ4_J	8.5	7.433	0.211	8.43	0.393	5.073	9.142	1
894	0.946	169	-3.023246584082671	-1.7850750018774433	1.1665249107779276	1QJ0_D	6.8	7.028	0.266	7.84	0.278	3.38	9.949	1
895	0.935	501	-3.023277325573913	-1.7860775288653152	1.1673794652262701	3GCQ_A	5.9	6.749	0.397	6.56	0.401	5.232	8.461	1
896	0.98	152	-3.0232824661151407	-1.7862329858135833	1.1693515927351381	2D26_C	8.1	5.811	0.213	5.06	0.355	3.355	8.815	1
897	0.92	6	-3.023334456361514	-1.7879010184201003	1.169023961079484	1DT1_A	6.3	6.52	0.389	6.35	0.402	4.77	8.488	1
898	0.959	1	-3.023277105500496	-1.786004647410174	1.173810442916907	3NNB_A	6.5	6.2	0.314	5.63	0.567	4.833	8.438	1
899	0.969	2	-3.023243116152359	-1.7848835288626537	1.177462398485525	4W1U_A	4.9	6.933	0.123	5.53	0.37	4.893	9.337	1
900	1.0	0	-3.023243116152359	-1.7848835288626537	1.177462398485525	5XEW_B	6.0	6.8	0.311	6.8	0.311	4.693	8.908	1
901	0.937	26	-3.023273712507976	-1.7855801918050174	1.1767609070331386	3N7U_L	7.0	6.781	0.307	6.96	0.312	4.406	8.989	1
902	0.889	3	-3.023398959023947	-1.7897230814022405	1.1733267667863143	1M4I_B	6.5	6.325	0.536	6.47	0.555	4.983	7.878	1
903	0.846	30	-3.0236115497180434	-1.7967373932275894	1.1660712936320592	4XON_A	8.5	8.161	0.644	8.45	0.771	6.799	9.151	1
904	1.0	0	-3.0236115497180434	-1.7967373932275894	1.1660712936320592	4H08_A	5.6	6.8	0.311	6.8	0.311	4.693	8.908	1
905	0.959	256	-3.0236474154336017	-1.7978543709866144	1.1666939018604423	4K6D_A	6.0	7.461	0.343	7.78	0.367	5.633	9.246	1
906	1.0	0	-3.0236474154336017	-1.7978543709866144	1.1666939018604423	3IMK_A	6.0	6.8	0.311	6.8	0.311	4.693	8.908	1
907	0.963	113	-3.023649324955045	-1.797924104079844	1.1688653772716282	1SH7_B	8.0	6.63	0.289	6.64	0.289	4.309	8.875	1
908	0.916	46	-3.0237520589258513	-1.8013300217751735	1.1665716604422622	7P5I_A	5.6	6.226	0.184	5.55	0.421	4.532	8.09	1
909	0.938	32	-3.0237688965720526	-1.8018605934222944	1.1678486998082513	1EHE_A	6.5	6.898	0.381	6.92	0.381	4.088	9.102	1
910	0.882	1	-3.023916124085209	-1.806669797155917	1.1635261819307756	4YHU_C	7.5	7.15	0.482	7.48	0.594	5.153	8.508	1
911	1.0	0	-3.023916124085209	-1.806669797155917	1.1635261819307756	5JK2_I	5.4	6.8	0.311	6.8	0.311	4.693	8.908	1
912	0.932	1	-3.023918103817527	-1.8067202067965602	1.1657602919120986	3DCX_E	6.83	7.15	0.406	7.42	0.429	5.153	8.738	1
913	1.0	0	-3.023918103817527	-1.8067202067965602	1.1657602919120986	5DJE_B	7.5	6.8	0.311	6.8	0.311	4.693	8.908	1
914	0.986	26	-3.023907216936242	-1.806364692037191	1.1685721777164342	4BFY_B	8.2	6.789	0.579	6.51	0.692	5.633	8.661	1
915	0.999	4	-3.023907214751696	-1.806364635665061	1.1708228845992914	7TBB_A	4.0	7.94	0.313	8.28	0.324	5.863	9.714	0
916	0.97	1	-3.023907151424095	-1.806362549751777	1.1730317927767446	2D80_A	6.5	5.65	0.116	4.52	0.499	3.919	8.438	1
917	0.961	89	-3.023924983475716	-1.806867363739511	1.1741648142900862	3GR6_J	8.0	6.726	0.282	6.51	0.297	4.052	9.35	1
918	0.921	5	-3.0239174481770474	-1.8064597527738617	1.1755830843679942	4BWX_B	7.0	6.967	0.397	6.61	0.434	5.383	8.73	1
919	0.89	3	-3.023965685360721	-1.8080530023138581	1.1755728866534143	1QV9_C	7.0	6.7	0.68	6.64	0.685	5.573	7.938	1
920	0.953	38	-3.023970345375697	-1.8081280883355866	1.1772766563563755	6A0P_A	7.5	7.323	0.215	8.16	0.281	4.114	9.715	1
921	0.947	47	-3.0239979809136335	-1.808982538548025	1.1779489612017724	4POL_D	7.0	6.381	0.214	6.99	0.267	3.681	8.935	1
922	0.915	16	-3.0240464949419854	-1.8102813924127577	1.1760626580838764	6AY6_A	7.1	7.171	0.436	7.31	0.445	5.141	9.046	1
923	0.972	13	-3.024046538495516	-1.8102640954119615	1.177932748745626	6VFW_E	8.5	6.729	0.218	6.95	0.22	4.284	9.516	1
924	0.955	34	-3.0240649729115145	-1.8107122323977807	1.1785415991347683	1KT2_D	5.0	6.243	0.258	5.78	0.268	4.001	8.65	1
925	0.963	2	-3.0240001804611993	-1.808762550725347	1.1836971691803848	4RHH_D	7.0	7.6	0.468	7.97	0.585	5.463	8.848	1
926	0.887	1	-3.0241490435943974	-1.8136692600318314	1.1791362847781135	4EQ6_B	8.0	7.4	0.315	7.97	0.566	5.153	8.758	1
927	0.999	3	-3.024148937487716	-1.813665883299883	1.181180172031382	2ARH_C	3.5	6.825	0.291	7.14	0.32	4.963	8.548	0
928	0.947	71	-3.0241636770179245	-1.8140261288542079	1.181931743887293	5EYM_B	8.0	7.275	0.241	6.5	0.311	5.099	9.233	1
929	0.912	73	-3.0242881924834477	-1.8181040527465284	1.1783450941282396	5P9Q_A	9.0	7.832	0.11	8.96	0.441	5.237	9.638	1
930	0.909	89	-3.024254688066396	-1.8169664714501856	1.1817651951907842	7D5L_E	6.0	6.551	0.832	6.5	0.837	5.692	7.466	1
931	0.976	16	-3.0242720295665557	-1.8175512178318176	1.1831282543052444	2PBQ_C	9.5	7.047	0.234	7.14	0.235	4.56	9.768	1
932	1.0	0	-3.0242720295665557	-1.8175512178318176	1.1831282543052444	2CYE_D	5.0	6.8	0.311	6.8	0.311	4.693	8.908	1
933	0.937	31	-3.0243445456936553	-1.8199130644409864	1.1819657871036273	5CTA_A	9.5	7.531	0.092	9.57	0.318	4.024	10.31	1
934	0.871	11	-3.0245176768465174	-1.8255590314649048	1.1763174894627426	4X7U_B	6.5	6.775	0.562	6.52	0.648	5.542	8.587	1
935	1.0	0	-3.0245176768465174	-1.8255590314649048	1.1763174894627426	2VPV_B	8.0	6.8	0.311	6.8	0.311	4.693	8.908	1
936	0.978	1	-3.0245130299849143	-1.8255229371012787	1.1794097062596771	4O5A_A	8.5	6.65	0.312	6.65	0.312	4.542	8.748	1
937	0.907	8	-3.024585289794691	-1.8276130517589302	1.1772544662090283	3I48_B	6.5	6.811	0.481	6.7	0.486	5.263	8.313	1
938	0.99	2	-3.0245852724940843	-1.827612505009251	1.1793325675364148	1NGN_A	5.26	7.6	0.41	7.61	0.41	5.463	9.055	0
939	0.988	16	-3.024588014692151	-1.8276567493268683	1.1811150522958296	6WXO_B	4.0	7.153	0.343	7.56	0.42	4.162	9.052	0
940	0.97	6	-3.024618618512397	-1.828668588133834	1.1817867281359609	2G13_A	9.5	6.7	0.163	5.1	0.253	4.134	9.676	1
941	0.913	16	-3.024665959483278	-1.8302062929837188	1.1815813275329996	3E0B_B	6.5	6.153	0.351	6.67	0.457	4.078	7.709	1
942	0.979	15	-3.024644209935152	-1.829522378035591	1.1845527911184202	1TFM_B	4.0	3.553	0.216	2.56	0.489	1.83	7.058	1
943	0.946	8	-3.024697506407317	-1.8313308901439829	1.1843107182896284	5DBG_B	4.6	6.244	0.154	7.49	0.289	4.184	8.546	1
944	0.992	1	-3.024697439917693	-1.8313303975409403	1.1862611766785778	6G7E_B	8.9	5.35	0.164	4.26	0.173	2.269	8.438	0
945	0.957	9	-3.0247149016239803	-1.831873821502682	1.1873483032341705	6FT5_A	5.6	6.67	0.292	6.78	0.295	4.511	8.675	1
946	1.0	0	-3.0247149016239803	-1.831873821502682	1.1873483032341705	4FSC_D	5.6	6.8	0.311	6.8	0.311	4.693	8.908	1
947	0.934	18	-3.0246768771847177	-1.8306440103872852	1.1908978166043533	5FXW_B	7.8	7.679	0.334	7.29	0.368	6.143	9.118	1
948	0.918	22	-3.0247616511463886	-1.8332105044317397	1.1884820185127656	6ETC_X	7.0	6.596	0.303	7.06	0.412	4.011	8.587	1
949	0.856	5	-3.0249603675216634	-1.839759268240504	1.1817332487001335	2RF7_D	7.5	7.508	0.725	7.52	0.725	6.113	8.774	1
950	0.944	17	-3.0249826406974667	-1.8400971605458398	1.1809792438781619	7EXS_A	6.5	7.211	0.295	6.96	0.301	4.964	9.94	1
951	0.949	9	-3.025014323795572	-1.8411200679177606	1.1814617590108267	5KKW_A	8.0	7.225	0.197	7.94	0.254	4.431	10.083	1
952	0.941	14	-3.0250369804661545	-1.8418272289600806	1.1821716831231328	6H1H_A	7.5	6.813	0.47	6.53	0.54	5.199	8.504	1
953	0.939	30	-3.0250696186622417	-1.8428984002721087	1.1827929948632259	2PVE_C	4.5	5.639	0.203	4.41	0.304	3.638	8.404	1
954	0.98	28	-3.0250653671460372	-1.842803185333369	1.1850622485261646	3KOP_F	5.0	6.987	0.227	7.17	0.23	3.726	9.923	1
955	0.936	50	-3.0250881610419804	-1.8434163852130818	1.185548209838829	4IQ2_B	7.0	6.912	0.311	7.25	0.332	4.488	8.984	1
956	1.0	0	-3.0250881610419804	-1.8434163852130818	1.185548209838829	5J9U_N	6.5	6.8	0.311	6.8	0.311	4.693	8.908	1
957	0.911	65	-3.0251852727223274	-1.8466133282985364	1.1832697979831206	6RVN_A	8.5	7.438	0.147	8.5	0.444	4.88	9.158	1
958	0.904	46	-3.0252386624641656	-1.8483396549674154	1.1827648822378463	2QWX_B	6.5	7.126	0.516	6.84	0.599	5.826	8.997	1
959	0.867	30	-3.0253989807065302	-1.8535924357209812	1.1775787075258277	4K3L_B	6.5	6.306	0.655	6.42	0.674	4.697	7.642	1
960	0.97	3	-3.025411168864154	-1.8538449758589548	1.1787020342469676	3LW9_B	8.0	7.575	0.177	5.56	0.273	4.953	10.888	1
961	0.952	17	-3.025449878300489	-1.8550568419542661	1.178933318365573	3WQ8_L	7.6	6.125	0.157	7.47	0.247	3.241	8.875	1
962	0.986	1	-3.0254053067864217	-1.8536123305721097	1.1829422508898924	5U50_D	4.6	6.2	0.314	5.63	0.567	4.833	8.438	0
963	0.979	4	-3.025350499612177	-1.8518679126317805	1.1873583556616096	3K7U_C	6.5	6.7	0.169	7.49	0.592	3.886	8.268	1
964	0.947	546	-3.025361841821467	-1.8522133384122548	1.1886979905638235	6HR1_B	7.8	6.86	0.222	7.98	0.267	4.34	8.996	1
965	0.953	109	-3.025332741800855	-1.851266116298434	1.191811539271625	5W3I_A	7.0	7.567	0.411	7.87	0.462	5.583	9.255	1
966	0.921	6	-3.025383003229863	-1.8525419438255804	1.1900927139042445	1RQC_J	7.0	6.614	0.416	6.65	0.416	5.023	8.258	1
967	0.916	589	-3.025402981114654	-1.8531916812609026	1.1910442019907406	3V7X_A	7.5	7.947	0.615	7.94	0.615	6.197	9.268	1
968	0.988	109	-3.025403984157444	-1.8532289829803625	1.192807057309175	5VQN_A	9.5	7.545	0.409	7.86	0.463	5.583	9.178	0
969	0.99	57	-3.0254172246903175	-1.8536776792581735	1.1941095407425748	5F95_B	4.0	7.116	0.521	7.19	0.525	4.493	8.901	0
970	0.95	563	-3.0254269903768143	-1.8537687903945381	1.1941664873906077	6NPU_B	7.5	6.984	0.261	7.02	0.261	4.33	9.47	1
971	0.943	24	-3.025439648711062	-1.8541213566812103	1.1951444273458092	6S75_D	7.0	7.65	0.297	7.44	0.3	5.601	9.666	1
972	0.829	13	-3.0257058534077736	-1.862747486372312	1.185238664350068	3B0J_A	8.5	8.379	0.823	8.5	0.854	7.283	9.224	1
973	0.937	55	-3.0257404149209375	-1.8636737328486308	1.1851952998604134	4FO7_D	7.5	6.698	0.336	7.05	0.351	4.541	8.536	1
974	0.931	20	-3.025754667305955	-1.8641345845046742	1.186517052472254	1WY3_A	7.0	6.5	0.454	6.5	0.454	4.772	8.528	1
975	0.941	17	-3.0257847236384556	-1.8648072565134384	1.1848679294563325	6U0S_F	7.5	6.956	0.256	7.45	0.295	3.977	9.408	1
976	0.907	256	-3.025803871673356	-1.8653659292882148	1.1855564316696494	2C5Y_A	7.0	7.321	0.626	7.43	0.64	5.735	8.601	1
977	0.967	17	-3.025809958479093	-1.8655529401957596	1.1871780561871081	1SQ2_N	7.0	6.1	0.209	4.66	0.238	3.717	9.166	1
978	0.929	501	-3.025846863621491	-1.8667250780719797	1.1873281016824273	6YCU_A	6.0	6.748	0.399	6.57	0.402	5.241	8.452	1
979	0.954	822	-3.0258568524198894	-1.8669648327743493	1.1884783840171216	6E65_L	7.5	6.65	0.225	7.13	0.234	3.886	9.176	1
980	0.851	7	-3.0260840752493463	-1.8743948292153523	1.180491701786744	6D6N_D	7.3	7.025	0.614	7.3	0.748	5.343	8.038	1
981	0.908	15	-3.0261172208209035	-1.8754993135121922	1.1810910127866363	3T2V_D	7.2	7.338	0.473	7.58	0.48	5.704	8.585	1
982	0.958	14	-3.026111693844538	-1.87530674268874	1.1833114078390166	1ZVA_A	8.0	6.587	0.247	6.64	0.248	2.829	8.861	1
983	0.93	42	-3.026128296692628	-1.8758871394832146	1.1845721871741923	4HX5_D	6.5	7.088	0.403	7.15	0.404	5.432	8.814	1
984	0.829	89	-3.0263899325161954	-1.884325076058525	1.174935626944078	6CVX_A	6.5	6.546	0.853	6.5	0.858	5.701	7.446	1
985	1.0	0	-3.0263899325161954	-1.884325076058525	1.174935626944078	6X45_F	7.8	6.8	0.311	6.8	0.311	4.693	8.908	1
986	0.935	32	-3.026422852852204	-1.8850269464635958	1.1743891339258914	6R4V_F	7.0	7.055	0.328	7.25	0.333	4.913	8.945	1
987	0.874	1	-3.026577412789115	-1.8900455747788052	1.1697359610733749	4PX7_A	6.5	6.65	0.604	6.51	0.631	5.153	8.438	1
988	0.889	5	-3.0267259682210157	-1.8949351142909787	1.1654922269292658	5KM9_B	6.5	7.05	0.334	6.52	0.556	5.743	8.78	1
989	0.94	30	-3.0267506949686145	-1.8955759943796873	1.1662035401825486	1EVQ_A	7.8	7.252	0.241	8.01	0.308	4.688	9.353	1
990	0.953	29	-3.0267645952841336	-1.8958811941507787	1.1668364085221232	4ZPQ_C	8.0	6.957	0.212	7.94	0.232	3.875	9.57	1
991	0.932	226	-3.0267989216254056	-1.8969161130609067	1.167503164603415	4NXA_A	7.0	7.532	0.242	6.82	0.35	5.744	9.344	1
992	0.952	39	-3.0268120946988795	-1.89720537461387	1.1687281271798713	3RD8_A	6.5	6.76	0.255	7.7	0.286	4.184	8.81	1
993	1.0	0	-3.0268120946988795	-1.89720537461387	1.1687281271798713	6GZ6_A	7.0	6.8	0.311	6.8	0.311	4.693	8.908	1
994	0.937	5	-3.026838440473085	-1.897976670416081	1.1696174168453692	5X0V_B	6.5	6.75	0.275	5.69	0.4	5.083	9.243	1
995	0.945	169	-3.0268590116757026	-1.8986492989335944	1.1709496661019876	1EVR_L	6.7	7.029	0.264	7.91	0.288	3.373	9.96	1
996	0.878	44	-3.0270013076419517	-1.903230599058847	1.1667012860953463	4NLV_A	7.0	7.2	0.602	7.08	0.619	5.56	8.718	1
997	0.883	10	-3.0271261676724515	-1.9073338507015927	1.1635337011178641	6L0H_D	7.0	7.2	0.546	7.02	0.586	5.763	9.231	1
998	0.894	5	-3.027288216889757	-1.9126726205163436	1.158893296547091	3FIR_B	5.5	6.467	0.102	5.51	0.535	4.923	8.712	1
999	1.0	0	-3.027288216889757	-1.9126726205163436	1.158893296547091	7CUI_D	8.0	6.8	0.311	6.8	0.311	4.693	8.908	1
1000	0.861	26	-3.0274942335909514	-1.9193932174181985	1.1522227277465928	4BFS_A	6.5	6.852	0.513	6.51	0.699	5.673	8.73	1
1001	0.975	1	-3.027483028770393	-1.919213076503222	1.1560300256657745	4EXJ_B	5.5	7.15	0.332	7.26	0.333	5.083	9.085	1
1002	1.0	0	-3.027483028770393	-1.919213076503222	1.1560300256657745	3ZRH_A	5.9	6.8	0.311	6.8	0.311	4.693	8.908	1
1003	0.874	12	-3.027692591766227	-1.9260960839101087	1.1493320691348479	3B7J_F	3.8	5.231	0.042	3.8	0.632	3.249	9.279	1
1004	0.95	429	-3.0277145536268484	-1.926787172147134	1.1509613105413115	6JGI_A	8.5	6.968	0.214	8.05	0.32	4.415	8.956	1
1005	0.974	8	-3.02771024486127	-1.9267230930479506	1.1541873442237711	4YPN_A	5.5	7.333	0.25	8.48	0.261	5.077	9.345	1
1006	0.944	61	-3.027729024053437	-1.9271711565818224	1.1554438047123616	3EVA_A	6.5	6.429	0.286	6.06	0.299	4.364	8.793	1
1007	0.943	39	-3.0277519993000492	-1.927647674277864	1.1562504602765333	3D8H_B	7.5	7.023	0.292	7.15	0.293	4.749	9.235	1
1008	0.955	22	-3.027744592757831	-1.9273919188549598	1.159006398369913	4C0Q_D	6.5	7.35	0.373	7.51	0.377	5.523	8.805	1
1009	0.937	7	-3.027817847939475	-1.9297494420205574	1.1581240570904905	2QZ2_A	7.5	6.938	0.239	7.45	0.32	4.497	10.66	1
1010	0.929	1	-3.0277705582300816	-1.92819699202423	1.1626540820888598	2WPW_D	6.0	6.65	0.632	6.51	0.666	5.153	8.438	1
1011	1.0	0	-3.0277705582300816	-1.92819699202423	1.1626540820888598	2BZC_A	4.5	6.8	0.311	6.8	0.311	4.693	8.908	0
1012	0.963	3	-3.0277708788837057	-1.9282142087373804	1.1650615053463393	1FL0_A	7.5	6.075	0.25	4.66	0.313	4.199	8.218	1
1013	1.0	0	-3.0277708788837057	-1.9282142087373804	1.1650615053463393	2VHL_B	7.5	6.8	0.311	6.8	0.311	4.693	8.908	1
1014	0.95	1635	-3.0277834595147572	-1.9285096445676928	1.1664858999069816	3L1O_L	7.0	6.767	0.242	7.12	0.25	3.99	9.25	1
1015	0.945	14	-3.02783615199687	-1.9301346937788708	1.1662093860278042	5GY0_B	8.5	7.087	0.203	8.43	0.275	4.604	9.28	1
1016	0.933	80	-3.027895874009077	-1.932034799540405	1.165765141736651	4JP4_B	8.5	7.266	0.26	8.31	0.355	4.846	9.002	1
1017	0.94	436	-3.027926830082785	-1.932942736151137	1.166577743723224	7S7U_A	8.0	6.981	0.216	7.99	0.296	4.387	9.086	1
1018	0.876	589	-3.028061448142316	-1.9373334424351114	1.1629827850585661	4Z1J_A	7.8	7.946	0.642	7.93	0.643	6.202	9.243	1
1019	0.96	1620	-3.0280637385800486	-1.937326912826535	1.164899952737449	2HT4_F	8.0	6.769	0.235	7.14	0.243	3.881	9.37	1
1020	0.802	418	-3.0283905716982957	-1.94804869146608	1.1530042595945504	5P2X_A	4.6	4.649	0.991	4.6	0.998	3.955	5.339	1
1021	0.827	9	-3.0286252166302754	-1.9556684067035626	1.1451958629510235	2EFN_A	6.2	6.35	0.885	6.3	0.892	5.563	7.208	1
1022	0.948	11	-3.0286506859631013	-1.9564660505667093	1.1467396742615092	6GND_H	6.5	6.033	0.192	6.64	0.263	2.913	8.498	1
1023	0.952	4	-3.028640370382097	-1.9562279589693723	1.1501124983709643	3JSK_P	7.0	6.88	0.233	7.57	0.256	4.46	8.995	1
1024	1.0	0	-3.028640370382097	-1.9562279589693723	1.1501124983709643	1WLJ_A	5.5	6.8	0.311	6.8	0.311	4.693	8.908	1
1025	0.933	10	-3.028740538781726	-1.9594771672649052	1.1482735188495394	4ZAE_B	9.0	7.527	0.358	7.33	0.396	5.283	9.385	1
1026	1.0	0	-3.028740538781726	-1.9594771672649052	1.1482735188495394	6VPT_A	9.5	6.8	0.311	6.8	0.311	4.693	8.907	0
1027	0.896	8	-3.0288476063069036	-1.9629965572113213	1.146233890302388	1I58_B	4.5	5.178	0.468	4.68	0.555	4.062	6.958	1
1028	0.903	12	-3.028955422166686	-1.966537024354257	1.1441854980200434	4LMT_A	7.5	7.292	0.449	7.48	0.486	5.323	9.248	1
1029	0.922	89	-3.0289909869825635	-1.9672712094189029	1.1442140366576792	4WXF_C	7.0	7.18	0.408	7.35	0.416	5.297	8.807	1
1030	0.888	5	-3.029076359085155	-1.970086689620974	1.1432094533009285	4ORB_B	6.1	6.267	0.421	5.85	0.662	5.103	7.948	1
1031	0.955	46	-3.029044427088546	-1.969056763267271	1.1473948363096993	6KT1_O	8.5	7.477	0.286	7.09	0.337	4.778	9.374	1
1032	0.881	14	-3.0292016918011466	-1.974216439962682	1.1431681220477719	4ZMQ_B	7.5	7.713	0.528	7.5	0.596	6.343	8.905	1
1033	0.876	45	-3.029360076652967	-1.9793539551807404	1.1388892821085093	2ZEF_B	6.5	6.824	0.491	6.51	0.625	5.41	8.674	1
