binary_accuracy	precision	recall	f1	auc	mean cor 1	mean cor 2	mode cor 1	mode cor 2	median cor 1	median cor 2	mean CI width 1	mean CI width 2	mean capture proportion	condition
0.969130373102568	0.969130373102568	0.969130373102568	0.969130373102568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	method
NA	NA	NA	NA	NA	0.565255878336375	NA	0.529091396219027	NA	0.561792230779736	NA	4.98559766287195	NA	0.983910197463285	p_h
NA	NA	NA	NA	NA	0.618635452324438	NA	0.560884641101126	NA	0.613654221662831	NA	26.1159159410225	NA	0.977987262007332	temp
0.98787363244626	0.46796875	0.320149652592197	0.380196762932402	0.960279470942097	0.726455539134047	NA	0.699344033435499	NA	0.718405324418314	NA	0.04160370818279	NA	0.995189738107964	2-mercaptoethanol (m)
0.994660176090007	0.601895734597156	0.385237613751264	0.469790382244143	0.930308917411801	0.564458953183316	NA	0.54300969241506	NA	0.563664672385588	NA	0.124650066541962	NA	0.987866531850354	acetate (m)
0.995274759391493	0.33034379671151	0.413857677902622	0.367414796342477	0.937233957238836	0.468287283435518	NA	0.184656788296972	NA	0.262547055662649	NA	0.0603282740074906	NA	0.98876404494382	adenosine triphosphate (m)
0.997336313681662	0.606356968215159	0.48062015503876	0.536216216216216	0.953012812071895	0.773222659386371	NA	0.779743932395614	NA	0.770094119835672	NA	0.0123725876356589	NA	0.988372093023256	adp (m)
0.962883574708145	0.503536544291007	0.497007978723404	0.500250962021081	0.913375917746052	0.691558536618557	NA	0.626001095783651	NA	0.667708698607472	NA	0.471336656640625	NA	0.994182180851064	ammonium acetate (m)
0.990456676290708	0.469339622641509	0.409184372858122	0.437202489930428	0.930156441450579	0.846510613277939	NA	0.865261563435116	NA	0.84152006507931	NA	1.23153822002742	NA	0.987662782727896	ammonium chloride (m)
0.99227593058272	0.485188968335036	0.390946502057613	0.432999088422972	0.912364916356689	0.731274505485485	NA	0.741154005070237	NA	0.730625493490174	NA	1.12388430300412	NA	0.97037037037037	ammonium citrate (m)
0.996535345068455	0.447852760736196	0.431952662721893	0.439759036144578	0.908386041122767	0.826390109164385	NA	0.82739376544055	NA	0.823835989910427	NA	2.29847966836292	NA	0.976331360946746	ammonium formate (m)
0.997342489739403	0.594315245478036	0.459081836327345	0.518018018018018	0.937898226915546	0.842514062536221	NA	0.856209253546406	NA	0.834960392970481	NA	2.58654253369262	NA	0.988023952095808	ammonium nitrate (m)
0.987227965601813	0.399336807200379	0.516544117647059	0.450440822869356	0.925164818488198	0.780197537316353	NA	0.775707455272184	NA	0.778405534371817	NA	1.95373508101716	NA	0.969975490196078	ammonium phosphate (m)
