binary_accuracy	precision	recall	f1	auc	mean cor 1	mean cor 2	mode cor 1	mode cor 2	median cor 1	median cor 2	mean CI width 1	mean CI width 2	mean capture proportion	condition
0.962303872889772	0.962303872889772	0.962303872889772	0.962303872889772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	method
NA	NA	NA	NA	NA	0.565255878336375	NA	0.545719657870909	NA	0.571034149200917	NA	3.81510435440405	NA	0.965894189279632	p_h
NA	NA	NA	NA	NA	0.618635452324438	NA	0.595000871291643	NA	0.618818181468936	NA	19.8631602386917	NA	0.971088923802927	temp
0.985930184906926	0.392135445111961	0.383752004275788	0.387898433279309	0.961348496932881	0.726455539134047	NA	0.724932675191189	NA	0.723051727674545	NA	0.0295454578727953	NA	0.994655264564404	2-mercaptoethanol (m)
0.993952338967054	0.508513053348468	0.452982810920121	0.479144385026738	0.930692482518712	0.564458953183316	NA	0.57418272206022	NA	0.574659856806818	NA	0.0881549538422649	NA	0.984833164812942	acetate (m)
0.995336851909345	0.338301043219076	0.425093632958801	0.376763485477178	0.938154787887703	0.468287283435518	NA	0.459368624413792	NA	0.245229452642363	NA	0.0469347239513109	NA	0.98876404494382	adenosine triphosphate (m)
0.997385986153798	0.618453865336658	0.48062015503876	0.540894220283533	0.953702735952831	0.773222659386371	NA	0.781000729233209	NA	0.788170045135723	NA	0.00887895891472868	NA	0.988372093023256	adp (m)
0.964169664436202	0.52137339055794	0.504820478723404	0.512963432142556	0.917329147633832	0.691558536618557	NA	0.630244544935161	NA	0.657736931246998	NA	0.345929605447141	NA	0.988696808510638	ammonium acetate (m)
0.991214181490795	0.519642857142857	0.398903358464702	0.451337727801473	0.931493895801771	0.846510613277939	NA	0.870676395996095	NA	0.863897799999713	NA	0.977321237251542	NA	0.986977381768334	ammonium chloride (m)
0.992611219769644	0.512742099898063	0.413991769547325	0.458105646630237	0.914140145804244	0.731274505485485	NA	0.748537041805844	NA	0.747819268712932	NA	0.891719991802469	NA	0.969547325102881	ammonium citrate (m)
0.996516717891404	0.448669201520913	0.465483234714004	0.456921587608906	0.909135581933649	0.826390109164385	NA	0.836054441333814	NA	0.838325847469176	NA	1.84372567723866	NA	0.972386587771203	ammonium formate (m)
0.99695131416366	0.509293680297398	0.546906187624751	0.527430221366699	0.938378729859035	0.842514062536221	NA	0.863766724589657	NA	0.856284239857425	NA	1.89396572095808	NA	0.988023952095808	ammonium nitrate (m)
0.987861289621558	0.417559979581419	0.501225490196078	0.455583402951824	0.926450713406062	0.780197537316353	NA	0.782224569054576	NA	0.796714993938884	NA	1.53329218788603	NA	0.969362745098039	ammonium phosphate (m)
0.870396244341363	0.574825909867297	0.540390316205534	0.557076462723626	0.865186054560078	0.706873699414195	NA	0.682862357626887	NA	0.719683094941158	NA	2.29524921793396	NA	0.98340744400527	ammonium sulfate (m)
0.997243126443633	0.486631016042781	0.419354838709677	0.450495049504951	0.907128847315721	0.672375128769884	NA	0.700080251971697	NA	0.694654612827421	NA	0.718360597004608	NA	0.947004608294931	ammonium tartrate (m)
0.997100369439011	0.387665198237885	0.482191780821918	0.42979242979243	0.949736402176575	0.691452061681309	NA	0.706554824800892	NA	0.706366826502558	NA	0.0832579148493151	NA	0.961643835616438	azodicarbonamide (m)
0.99791996522927	0.407725321888412	0.325342465753425	0.361904761904762	0.941505721133432	0.858619250540924	NA	0.865592728769976	NA	0.861743051844932	NA	0.12916896619863	NA	0.993150684931507	barium chloride (m)
0.988680112267455	0.412515188335358	0.442345276872964	0.426909776799749	0.913877286656331	0.736004694640893	NA	0.741693771939429	NA	0.735504145620964	NA	0.0734654258892508	NA	0.988925081433225	bicine (m)
0.944706269520457	0.555743433660241	0.498281786941581	0.525446309618972	0.89917673433462	0.578471540834826	NA	0.594656835570659	NA	0.54491652462821	NA	0.126153771576713	NA	0.991611077420659	bis tris (m)
0.999714383285213	0.553191489361702	0.509803921568627	0.530612244897959	0.970728409621779	0.948249779806088	NA	0.953672614749086	NA	0.951889849038039	NA	0.031534578627451	NA	0.980392156862745	bis tris methane (m)
0.978086870129467	0.557133198106829	0.426170157745022	0.482930402930403	0.921511887963005	0.551633879572286	NA	0.384691311857039	NA	0.398541606189529	NA	0.111817109500905	NA	0.990949056115852	bis tris propane (m)
0.991859923628574	0.48560817084494	0.40859375	0.443784471786169	0.927565203997806	0.761088116804062	NA	0.762263905517918	NA	0.774667332233224	NA	0.0589132562890625	NA	0.959375	cacodylate (m)
0.995374251032256	0.409356725146199	0.450885668276973	0.42911877394636	0.930109540632711	0.731685002043162	NA	0.714999276694889	NA	0.732867875315251	NA	0.11915695236715	NA	0.985507246376812	cadmium chloride (m)
0.979043905346754	0.491711071640024	0.500451943356433	0.496043004330297	0.927042895983677	0.781595294974867	NA	0.792902337888607	NA	0.79753154132848	NA	0.175829068668274	NA	0.97167821633022	calcium acetate (m)
0.959898410963668	0.525354107648725	0.544160798122066	0.534592101470164	0.923488495407508	0.692427066938811	NA	0.701422331075131	NA	0.693582332626651	NA	0.237018658524061	NA	0.987382629107981	calcium chloride (m)
0.996895431938554	0.505952380952381	0.337301587301587	0.404761904761905	0.893023381725815	0.803662718296102	NA	0.809095009410185	NA	0.812288628835979	NA	0.0555833003373016	NA	0.966269841269841	caps (m)
0.997938592406321	0.363896848137536	0.535864978902954	0.433447098976109	0.926660090057508	0.960955808883263	NA	0.960789662225785	NA	0.960808790910867	NA	1.22431225523207	NA	1	cesium chloride (m)
