iteration	loss	n_i	w_0	w_1	ID	y	yhat
1458	-0.005827263013035162	4	-1.1037706600690154	2.9774816453468014	3IK4_D	0.0	0.005810317447324045
1459	-0.009731055931999707	2	-1.1037706600690154	2.9774816453468014	5ERA_B	0.0	0.00968386241220674
1460	-0.0017532661037089102	517	-1.1037522313180315	2.977488342702417	1ZZL_A	0.0	0.0017517300305399082
1461	-0.04000087689086443	381	-1.1037403265627799	2.9774951413831325	4R62_B	0.0	0.039211403354789245
1462	-0.002909386888245293	9	-1.1037403265627799	2.9774951413831325	3HLB_D	0.0	0.0029051587236620224
1463	-0.0024239008787018926	11	-1.1037403265627799	2.9774951413831325	7B0D_B	0.0	0.002420965603051685
1464	-0.14980160245037755	21	-1.1038742053407242	2.977435421138493	3P5F_D	0.0	0.1391212442809424
1465	-0.011322167423634517	173	-1.1038445134224733	2.9774423416522184	1E21_A	0.0	0.011258312903777722
1466	-0.0012112160275969562	23	-1.1038445134224733	2.9774423416522184	5D6E_A	0.0	0.0012104828015258426
1467	-0.05355961194877625	27	-1.1024669855238491	2.9777567372760174	6GM0_B	0.0	0.052150563832398245
1468	-0.029481940049237265	0	-1.1024669855238491	2.9777567372760174	5H20_A	0.0	0.029051587236620224
1469	-0.029481940049237265	0	-1.1024669855238491	2.9777567372760174	2H6L_C	0.0	0.029051587236620224
1470	-0.009731055931999707	2	-1.1024669855238491	2.9777567372760174	5W6S_A	0.0	0.00968386241220674
1471	-0.0032331752199965336	8	-1.1024669855238491	2.9777567372760174	3HBE_X	0.0	0.003227954137402247
1472	-0.009731055931999707	2	-1.1024669855238491	2.9777567372760174	5MV9_B	0.0	0.00968386241220674
1473	-0.029481940049237265	0	-1.1024669855238491	2.9777567372760174	7BBL_F	0.0	0.029051587236620224
1474	-0.07536889050452977	17	-1.103494864287869	2.9776772216518994	1P9A_G	0.0	0.07259868631819268
1475	-0.0005098068985198729	56	-1.103494864287869	2.9776772216518994	2GU4_B	0.0	0.0005096769690635126
1476	-0.014632325860560347	1	-1.103494864287869	2.9776772216518994	3L9U_A	0.0	0.014525793618310112
1477	-0.1801573117531644	29	-1.1031765319968698	2.9777528005788447	3HIV_B	0.0	0.16486117607538217
1478	-0.0007648078445690746	37	-1.1031765319968698	2.9777528005788447	1M79_B	0.0	0.000764515453595269
1479	-0.005827263013035162	4	-1.1031765319968698	2.9777528005788447	3CPZ_A	0.0	0.005810317447324045
1480	-0.004158862841899563	6	-1.1031765319968698	2.9777528005788447	1E31_B	0.0	0.004150226748088603
1481	-0.0012112160275969562	23	-1.1031765319968698	2.9777528005788447	6JYE_A	0.0	0.0012104828015258426
1482	-0.029481940049237265	0	-1.1031765319968698	2.9777528005788447	4PN8_J	0.0	0.029051587236620224
1483	-0.0024239008787018926	11	-1.1031765319968698	2.9777528005788447	5Z0C_A	0.0	0.002420965603051685
1484	-0.005827263013035162	4	-1.1031765319968698	2.9777528005788447	6UD7_D	0.0	0.005810317447324045
1485	-0.003638058120080859	7	-1.1031765319968698	2.9777528005788447	5V42_B	0.0	0.003631448404577528
1486	-0.029481940049237265	0	-1.1031765319968698	2.9777528005788447	2BCM_C	0.0	0.029051587236620224
1487	-0.030363304672070303	64	-1.10305466864366	2.9778085218325048	6XVS_B	0.0	0.029906969810883772
1488	-0.0022372382319194267	12	-1.10305466864366	2.9778085218325048	4YPJ_B	0.0	0.0022347374797400173
1489	-0.014632325860560347	1	-1.10305466864366	2.9778085218325048	6FJ3_B	0.0	0.014525793618310112
1490	-0.01392890273432855	70	-1.1030055433619044	2.977819297280514	6C07_D	0.0	0.013832344405723247
1491	-0.0010022809860480049	28	-1.1030055433619044	2.977819297280514	6GBT_A	0.0	0.0010017788702282836
1492	-0.028239491821823774	689	-1.1030155335010932	2.9778238712383276	6XXO_A	0.0	0.02784448437614931
1493	-0.0024239008787018926	11	-1.1030155335010932	2.9778238712383276	3HIH_B	0.0	0.002420965603051685
1494	-0.004158862841899563	6	-1.1030155335010932	2.9778238712383276	2GNK_A	0.0	0.004150226748088603
1495	-0.035814661402898205	60	-1.1031215466003013	2.977816617222664	5JQI_H	0.0	0.03518090486926346
1496	-0.009731055931999707	2	-1.1031215466003013	2.977816617222664	3TRE_A	0.0	0.00968386241220674
1497	-0.048267841155425255	56	-1.1027129954330694	2.977819084119949	5OVL_D	0.0	0.04712146719197579
1498	-0.0013843667095926608	20	-1.1027129954330694	2.977819084119949	4IDZ_A	0.0	0.0013834089160295344
1499	-0.014632325860560347	1	-1.1027129954330694	2.977819084119949	3SH4_A	0.0	0.014525793618310112
1500	-0.009731055931999707	2	-1.1027129954330694	2.977819084119949	6DDN_B	0.0	0.00968386241220674
1501	-0.05944210776565774	193	-1.1024084525449178	2.9778733890737223	4K62_H	0.0	0.05770991670946688
1502	-0.002909386888245293	9	-1.1024084525449178	2.9778733890737223	3DJE_B	0.0	0.0029051587236620224
1503	-0.00090827445753575	31	-1.1024084525449178	2.9778733890737223	2V0C_A	0.0	0.000907862101144382
1504	-0.01538914410055397	68	-1.1024285318895242	2.977869605071773	5ZF9_A	0.0	0.015271336317000785
1505	-0.004158862841899563	6	-1.1024285318895242	2.977869605071773	4KIT_C	0.0	0.004150226748088603
1506	-0.004686267279633877	168	-1.102347175638288	2.9778732010499667	5OQ9_A	0.0	0.004675303861647343
1507	-0.04458857190754696	37	-1.1016098785973027	2.9781378113172	6CDK_D	0.0	0.043609113023145046
1508	-0.0024239008787018926	11	-1.1016098785973027	2.9781378113172	1Q86_Z	0.0	0.002420965603051685
1509	-0.05251020843378268	78	-1.1016207233509991	2.9781344160814465	2PXR_C	0.0	0.05115536521126371
1510	-0.00044027246989289436	65	-1.1016207233509991	2.9781344160814465	6QAP_D	0.0	0.0004401755641912155
1511	-0.0006317557599271905	45	-1.1016207233509991	2.9781344160814465	4CIX_A	0.0	0.0006315562442743527
1512	-0.014632325860560347	1	-1.1016207233509991	2.9781344160814465	5Z2H_B	0.0	0.014525793618310112
1513	-0.005827263013035162	4	-1.1016207233509991	2.9781344160814465	1BQC_A	0.0	0.005810317447324045
1514	-0.014632325860560347	1	-1.1016207233509991	2.9781344160814465	1E9M_A	0.0	0.014525793618310112
1515	-0.15861782575517772	7	-1.10341873788336	2.9777907393603744	6S1L_A	0.0	0.14667758549049686
1516	-0.03512940773167948	233	-1.1034320314711532	2.977787165829661	4I1C_A	0.0	0.034519532464209184
1517	-0.00018388771160396386	157	-1.1034320314711532	2.977787165829661	6GY0_A	0.0	0.0001838708052950647
1518	-0.014632325860560347	1	-1.1034320314711532	2.977787165829661	5WY0_A	0.0	0.014525793618310112
1519	-0.029481940049237265	0	-1.1034320314711532	2.977787165829661	1YKV_D	0.0	0.029051587236620224
1520	-0.0019386504514566697	14	-1.1034320314711532	2.977787165829661	3I43_B	0.0	0.0019367724824413482
1521	-0.009731055931999707	2	-1.1034320314711532	2.977787165829661	6P3H_D	0.0	0.00968386241220674
1522	-0.029481940049237265	0	-1.1034320314711532	2.977787165829661	5WUJ_B	0.0	0.029051587236620224
1523	-0.00485369133150788	5	-1.1034320314711532	2.977787165829661	7EYT_D	0.0	0.00484193120610337
1524	-0.042841252689981235	147	-1.1035291019892863	2.9777482537993065	5O2S_H	0.0	0.04193653200589835
1525	-3.53896396830021	0	-1.1035291019892863	2.9777482537993065	2QWY_C	1.0	0.029043401385046085
1526	-0.003638058120080859	7	-1.1035291019892863	2.9777482537993065	5FIC_D	0.0	0.003631448404577528
1527	-0.003638058120080859	7	-1.1035291019892863	2.9777482537993065	3BK9_H	0.0	0.003631448404577528
1528	-0.0013843667095926608	20	-1.1035291019892863	2.9777482537993065	1FFH_A	0.0	0.0013834089160295344
1529	-0.03185921868354781	138	-1.103169676808388	2.977868411322628	1YLY_B	0.0	0.03135706069113479
1530	-0.0004843103799516496	59	-1.103169676808388	2.977868411322628	3U9W_A	0.0	0.00048419312061033704
1531	-0.014632325860560347	1	-1.103169676808388	2.977868411322628	3AAM_A	0.0	0.014525793618310112
1532	-0.014632325860560347	1	-1.103169676808388	2.977868411322628	6LF1_B	0.0	0.014525793618310112
1533	-0.04888082278494325	16	-1.102342175280893	2.9778821588476565	2J0O_B	0.0	0.04770538524394589
1534	-0.000937587373080579	30	-1.102342175280893	2.9778821588476565	4Z3D_D	0.0	0.0009371479753748459
1535	-0.059067464033787376	39	-1.1011971598038914	2.9779089803518572	3K4D_B	0.0	0.05735682749895867
1536	-0.029481940049237265	0	-1.1011971598038914	2.9779089803518572	4O9D_B	0.0	0.029051587236620224
1537	-0.029481940049237265	0	-1.1011971598038914	2.9779089803518572	7B21_AAA	0.0	0.029051587236620224
1538	-2.9836370413088162	59	-1.1014114440283802	2.977782043579774	3EOC_D	1.0	0.050608433768595217
1539	-0.010986767649062899	458	-1.1014086600857085	2.977783721477062	6YLN_A	0.0	0.010926633545334451
1540	-0.07187002926468748	33	-1.0999403181767555	2.978241468567222	3ROM_B	0.0	0.06934815454424778
1541	-0.005827263013035162	4	-1.0999403181767555	2.978241468567222	4H9S_F	0.0	0.005810317447324045
1542	-0.0020772694049906695	13	-1.0999403181767555	2.978241468567222	7AO4_B	0.0	0.0020751133740443016
1543	-0.0002690323640781435	107	-1.0999403181767555	2.978241468567222	1JDR_A	0.0	0.0002689961781168539
1544	-0.03005602365129587	754	-1.0997799998126787	2.9782606148996718	6VOV_B	0.0	0.029608832830749242
1545	-0.2303880882050456	53	-1.0997966107187058	2.9783573946070048	6LFD_D	0.0	0.2057746867907212
1546	-0.0032331752199965336	8	-1.0997966107187058	2.9783573946070048	3AZZ_D	0.0	0.003227954137402247
1547	-2.5274610978607495	59	-1.096828643688896	2.9782750839828034	2X8J_F	1.0	0.07986152370231257
1548	-0.00485369133150788	5	-1.096828643688896	2.9782750839828034	4AR9_B	0.0	0.00484193120610337
1549	-0.009731055931999707	2	-1.096828643688896	2.9782750839828034	4KDC_A	0.0	0.00968386241220674
1550	-0.0007265535570405243	39	-1.096828643688896	2.9782750839828034	2P2F_B	0.0	0.0007262896809155056
1551	-0.0011627392087781203	24	-1.096828643688896	2.9782750839828034	4MKV_V	0.0	0.001162063489464809
1552	-0.004158862841899563	6	-1.096828643688896	2.9782750839828034	1Q5Y_D	0.0	0.004150226748088603
1553	-0.10507536182000166	238	-1.0967420176497285	2.9783297029841123	5CN6_A	0.0	0.09974332495175953
1554	-0.007289400049020426	3	-1.0967420176497285	2.9783297029841123	1UJM_B	0.0	0.007262896809155056
1555	-0.014632325860560347	1	-1.0967420176497285	2.9783297029841123	6YZG_A	0.0	0.014525793618310112
1556	-0.0009688554301052319	29	-1.0967420176497285	2.9783297029841123	2ZEU_B	0.0	0.0009683862412206741
1557	-0.07157038288301942	30	-1.096969893857002	2.978287152611193	2DSN_B	0.0	0.06906924630132827
1558	-0.00011858493800408418	244	-1.096969893857002	2.978287152611193	3OZK_B	0.0	0.00011857790708824582
1559	-4.232111148860155	1	-1.096969893857002	2.978287152611193	5E7G_A	1.0	0.014521700692523043
1560	-0.004158862841899563	6	-1.096969893857002	2.978287152611193	6WJO_B	0.0	0.004150226748088603
1561	-0.013174002599287632	66	-1.0968019170062862	2.9783176068851334	1YEP_E	0.0	0.013087605242862147
1562	-0.005827263013035162	4	-1.0968019170062862	2.9783176068851334	3T5A_A	0.0	0.005810317447324045
1563	-0.0004925210522550788	58	-1.0968019170062862	2.9783176068851334	3MOO_B	0.0	0.0004923997836715292
1564	-0.014632325860560347	1	-1.0968019170062862	2.9783176068851334	3M19_B	0.0	0.014525793618310112
1565	-0.003638058120080859	7	-1.0968019170062862	2.9783176068851334	1Q7M_B	0.0	0.003631448404577528
1566	-0.0003678092441178627	78	-1.0968019170062862	2.9783176068851334	6VKK_D	0.0	0.0003677416105901294
1567	-0.004158862841899563	6	-1.0968019170062862	2.9783176068851334	4UXI_B	0.0	0.004150226748088603
1568	-0.04243659544972363	71	-1.096774583633309	2.978313973919084	3TMZ_A	0.0	0.041548766236126404
1569	-0.00485369133150788	5	-1.096774583633309	2.978313973919084	5ZTZ_C	0.0	0.00484193120610337
1570	-0.014632325860560347	1	-1.096774583633309	2.978313973919084	3C90_X	0.0	0.014525793618310112
1571	-0.029481940049237265	0	-1.096774583633309	2.978313973919084	6RK1_B	0.0	0.029051587236620224
1572	-0.0012639108875106906	22	-1.096774583633309	2.978313973919084	4IR4_A	0.0	0.0012631124885487054
1573	-0.015891016512405307	128	-1.0967757175471333	2.978314852185009	2I5J_B	0.0	0.01576542047248856
1574	-2.9833717925915106	59	-1.097013200208193	2.9781744387077977	7B7S_D	1.0	0.05062185937122041
1575	-0.06520200888351613	22	-1.0986597644566327	2.9778117938356035	1KET_B	0.0	0.06312181345620813
1576	-0.0031798518461547383	566	-1.098636686564005	2.9778098591162303	5BYY_A	0.0	0.0031748014718386147
1577	-0.0007854864471445902	36	-1.098636686564005	2.9778098591162303	3WW8_B	0.0	0.0007851780334221682
1578	-0.0018173746275922317	15	-1.098636686564005	2.9778098591162303	1QUB_A	0.0	0.001815724202288764
1579	-0.009731055931999707	2	-1.098636686564005	2.9778098591162303	4QF3_B	0.0	0.00968386241220674
1580	-0.00030266649926562704	95	-1.098636686564005	2.9778098591162303	5F3E_D	0.0	0.00030262070038146065
1581	-0.003638058120080859	7	-1.098636686564005	2.9778098591162303	1R4P_F	0.0	0.003631448404577528
1582	-0.032173602506599466	98	-1.0986822778511223	2.9778297501632265	4JYY_A	0.0	0.031661538497610484
1583	-0.029481940049237265	0	-1.0986822778511223	2.9778297501632265	3C02_A	0.0	0.029051587236620224
1584	-0.00485369133150788	5	-1.0986822778511223	2.9778297501632265	7O1E_A	0.0	0.00484193120610337
1585	-0.009731055931999707	2	-1.0986822778511223	2.9778297501632265	2WG7_B	0.0	0.00968386241220674
1586	-0.009731055931999707	2	-1.0986822778511223	2.9778297501632265	3CQC_B	0.0	0.00968386241220674
1587	-0.02350583102041654	45	-1.098684747426761	2.977877644824277	6NZC_B	0.0	0.023231720903539328
1588	-0.007289400049020426	3	-1.098684747426761	2.977877644824277	1PV6_B	0.0	0.007262896809155056
1589	-0.009731055931999707	2	-1.098684747426761	2.977877644824277	4PJ2_D	0.0	0.00968386241220674
1590	-0.007289400049020426	3	-1.098684747426761	2.977877644824277	3ZZW_B	0.0	0.007262896809155056
1591	-0.029481940049237265	0	-1.098684747426761	2.977877644824277	5UX2_B	0.0	0.029051587236620224
1592	-0.009731055931999707	2	-1.098684747426761	2.977877644824277	4ED9_A	0.0	0.00968386241220674
1593	-0.003638058120080859	7	-1.098684747426761	2.977877644824277	4V2I_B	0.0	0.003631448404577528
1594	-0.029481940049237265	0	-1.098684747426761	2.977877644824277	6J9R_B	0.0	0.029051587236620224
1595	-0.029481940049237265	0	-1.098684747426761	2.977877644824277	3BDR_A	0.0	0.029051587236620224
1596	-0.014632325860560347	1	-1.098684747426761	2.977877644824277	4YX5_B	0.0	0.014525793618310112
1597	-0.029481940049237265	0	-1.098684747426761	2.977877644824277	7TT9_D	0.0	0.029051587236620224
1598	-0.0012639108875106906	22	-1.098684747426761	2.977877644824277	7R4V_B	0.0	0.0012631124885487054
1599	-0.05925918802463771	25	-1.1003675555858554	2.977480826197065	3EJA_D	0.0	0.057537537486164816
1600	-0.00033018617860056267	87	-1.1003675555858554	2.977480826197065	3ZM4_A	0.0	0.0003301316731434116
1601	-0.014632325860560347	1	-1.1003675555858554	2.977480826197065	1K77_A	0.0	0.014525793618310112
1602	-0.00024212587040809523	119	-1.1003675555858554	2.977480826197065	3JRY_B	0.0	0.00024209656030516852
1603	-0.0173241187426348	118	-1.1003718934622493	2.977483350515434	4I78_D	0.0	0.0171749190244856
1604	-0.0024239008787018926	11	-1.1003718934622493	2.977483350515434	3W2E_A	0.0	0.002420965603051685
1605	-0.7226291206091825	1	-1.1003718934622493	2.977483350515434	2QJL_A	0.0	0.5145257936183101
1606	-0.03165213349839474	28	-1.100048563363004	2.97750626787246	6MOY_B	0.0	0.031156448317492386
1607	-0.00011858493800408418	244	-1.100048563363004	2.97750626787246	6FXU_B	0.0	0.00011857790708824582
1608	-0.003638058120080859	7	-1.100048563363004	2.97750626787246	4HC8_B	0.0	0.003631448404577528
1609	-0.003638058120080859	7	-1.100048563363004	2.97750626787246	6ZIL_B	0.0	0.003631448404577528
1610	-0.0014536353779875724	19	-1.100048563363004	2.97750626787246	3F8D_D	0.0	0.0014525793618310112
1611	-0.029481940049237265	0	-1.100048563363004	2.97750626787246	3GAA_E	0.0	0.029051587236620224
1612	-0.00485369133150788	5	-1.100048563363004	2.97750626787246	6J6O_A	0.0	0.00484193120610337
1613	-0.0019386504514566697	14	-1.100048563363004	2.97750626787246	4B0J_T	0.0	0.0019367724824413482
1614	-0.00013450713473748386	215	-1.100048563363004	2.97750626787246	6KAY_A	0.0	0.00013449808905842696
1615	-0.015883616014785263	128	-1.1000490869562347	2.977507488406814	5VQV_B	0.0	0.015758136619873082
1616	-0.0006604814161242933	43	-1.1000490869562347	2.977507488406814	5CY7_A	0.0	0.0006602633462868232
1617	-0.010040536506214722	103	-1.1000516080304479	2.9775117502088544	5D4I_C	0.0	0.009990298598652553
1618	-0.0011627392087781203	24	-1.1000516080304479	2.9775117502088544	6T7J_D	0.0	0.001162063489464809
1619	-0.029481940049237265	0	-1.1000516080304479	2.9775117502088544	3QSC_X	0.0	0.029051587236620224
1620	-0.05577298540614595	367	-1.1000331112582653	2.9775211765845486	3Q5Y_D	0.0	0.054246188560377155
1621	-0.029481940049237265	0	-1.1000331112582653	2.9775211765845486	3H75_A	0.0	0.029051587236620224
1622	-0.16482713657713022	272	-1.099489885225455	2.9777022968425273	1YSZ_A	0.0	0.1519597134351565
1623	-0.003638058120080859	7	-1.099489885225455	2.9777022968425273	3G0V_A	0.0	0.003631448404577528
1624	-0.0011179934617268992	25	-1.099489885225455	2.9777022968425273	6T87_A	0.0	0.0011173687398700087
1625	-0.0004843103799516496	59	-1.099489885225455	2.9777022968425273	4RVB_A	0.0	0.00048419312061033704
1626	-0.012672802073966611	71	-1.099362639221554	2.977740302195699	1O90_B	0.0	0.012592840254285066
1627	-5.904968493621161e-05	491	-1.099362639221554	2.977740302195699	1PMN_A	0.0	5.904794153784599e-05
1628	-0.0007854864471445902	36	-1.099362639221554	2.977740302195699	3KBC_C	0.0	0.0007851780334221682
1629	-0.005827263013035162	4	-1.099362639221554	2.977740302195699	4JUP_B	0.0	0.005810317447324045
1630	-0.007289400049020426	3	-1.099362639221554	2.977740302195699	5H3G_A	0.0	0.007262896809155056
1631	-0.015907013927853958	128	-1.0993661717370147	2.9777399318400932	1MU2_B	0.0	0.015781165556015508
1632	-0.0695731018699566	30	-1.0994920416838292	2.9777463863679903	4EHC_A	0.0	0.06720805794311527
1633	-0.029481940049237265	0	-1.0994920416838292	2.9777463863679903	3K1V_A	0.0	0.029051587236620224
1634	-0.014632325860560347	1	-1.0994920416838292	2.9777463863679903	4DTE_B	0.0	0.014525793618310112
1635	-0.1885745586562584	28	-1.096251524767416	2.978287646855891	4PP0_B	0.0	0.1718612437760836
1636	-0.000538137126047132	53	-1.096251524767416	2.978287646855891	3B3J_A	0.0	0.0005379923562337078
1637	-0.0006457993109736153	44	-1.096251524767416	2.978287646855891	1PS3_A	0.0	0.0006455908274804494
1638	-0.0026445471194204897	10	-1.096251524767416	2.978287646855891	3X0M_A	0.0	0.002641053385147293
1639	-2.9497487713799293	364	-1.0965388811238461	2.978192716407168	4JFH_E	1.0	0.05235285683240277
1640	-0.0011179934617268992	25	-1.0965388811238461	2.978192716407168	6XPP_D	0.0	0.0011173687398700087
1641	-0.0011627392087781203	24	-1.0965388811238461	2.978192716407168	3E3E_B	0.0	0.001162063489464809
1642	-0.02519102726722823	349	-1.0962634307065928	2.978234770869247	6DI9_A	0.0	0.02487638096477555
1643	-0.026839032925231505	39	-1.0962594782976607	2.978277195074826	1J3U_B	0.0	0.026482066753156196
1644	-0.007289400049020426	3	-1.0962594782976607	2.978277195074826	3T02_A	0.0	0.007262896809155056
1645	-0.052901674211616616	117	-1.095231684830973	2.978436948722986	6T5Y_A	0.0	0.05152673272068689
1646	-0.003638058120080859	7	-1.095231684830973	2.978436948722986	2GA4_F	0.0	0.003631448404577528
1647	-0.05867327255993481	191	-1.0948070207571727	2.978533304137332	5VMC_F	0.0	0.05698517235064061
1648	-0.0024239008787018926	11	-1.0948070207571727	2.978533304137332	6QSX_BBB	0.0	0.002420965603051685
1649	-0.03458112414330085	28	-1.0946098750327504	2.9786163947033457	6J9T_F	0.0	0.03399003022352956
1650	-0.0024239008787018926	11	-1.0946098750327504	2.9786163947033457	3P2W_A	0.0	0.002420965603051685
1651	-0.023466511999004385	209	-1.0945604035510141	2.9786230946553918	5ZGF_A	0.0	0.02319331457561414
1652	-0.002909386888245293	9	-1.0945604035510141	2.9786230946553918	2Z1Z_B	0.0	0.0029051587236620224
1653	-0.005827263013035162	4	-1.0945604035510141	2.9786230946553918	5TK9_A	0.0	0.005810317447324045
1654	-0.06449775438228693	16	-1.0947069918054197	2.978576611108111	4EU9_B	0.0	0.06246178038788147
1655	-0.4247570580080784	14	-1.096083763733625	2.977961940927177	6XGU_B	0.0	0.34607136744172107
1656	-0.014632325860560347	1	-1.096083763733625	2.977961940927177	3S4Z_C	0.0	0.014525793618310112
1657	-0.0032331752199965336	8	-1.096083763733625	2.977961940927177	5O4O_C	0.0	0.003227954137402247
1658	-0.05328952853513366	284	-1.0955453648095614	2.9780101388294593	2BHJ_A	0.0	0.05189453084748399
1659	-0.007289400049020426	3	-1.0955453648095614	2.9780101388294593	5GP9_B	0.0	0.007262896809155056
1660	-0.014632325860560347	1	-1.0955453648095614	2.9780101388294593	4XB2_B	0.0	0.014525793618310112
1661	-0.0010380953215696428	27	-1.0955453648095614	2.9780101388294593	3B9D_A	0.0	0.0010375566870221508
1662	-0.11360009773604308	29	-1.09595354429044	2.9780747002201124	6WQY_A	0.0	0.10738515678573089
1663	-0.004158862841899563	6	-1.09595354429044	2.9780747002201124	3BSD_A	0.0	0.004150226748088603
1664	-0.02573841694776438	36	-1.0957584306017407	2.978104305958997	1L0X_D	0.0	0.02541000750692674
1665	-0.008741976630309447	94	-1.095608223387145	2.9781469914650565	6EYM_A	0.0	0.008703876656466892
1666	-0.0018173746275922317	15	-1.095608223387145	2.9781469914650565	3ND8_A	0.0	0.001815724202288764
1667	-0.014632325860560347	1	-1.095608223387145	2.9781469914650565	1KM8_A	0.0	0.014525793618310112
1668	-0.0004211261573568629	68	-1.095608223387145	2.9781469914650565	3EZT_B	0.0	0.0004210374961829018
1669	-0.003638058120080859	7	-1.095608223387145	2.9781469914650565	4KGH_B	0.0	0.003631448404577528
1670	-0.0018173746275922317	15	-1.095608223387145	2.9781469914650565	6XSD_A	0.0	0.001815724202288764
1671	-0.0032331752199965336	8	-1.095608223387145	2.9781469914650565	6ALW_B	0.0	0.003227954137402247
1672	-0.00016141073288155927	179	-1.095608223387145	2.9781469914650565	3EXX_D	0.0	0.00016139770687011236
1673	-0.03836329289928975	660	-1.096021966810345	2.9781289670172555	2Y6O_A	0.0	0.03763674236171321
1674	-0.0013843667095926608	20	-1.096021966810345	2.9781289670172555	6KZS_A	0.0	0.0013834089160295344
1675	-0.0022372382319194267	12	-1.096021966810345	2.9781289670172555	4AAN_A	0.0	0.0022347374797400173
1676	-0.00044704740675107857	64	-1.096021966810345	2.9781289670172555	5S7T_B	0.0	0.0004469474959480035
1677	-0.0018173746275922317	15	-1.096021966810345	2.9781289670172555	4PVR_B	0.0	0.001815724202288764
1678	-0.005827263013035162	4	-1.096021966810345	2.9781289670172555	6FZE_B	0.0	0.005810317447324045
1679	-0.029481940049237265	0	-1.096021966810345	2.9781289670172555	1JQG_A	0.0	0.029051587236620224
1680	-0.014807246903211727	70	-1.0960343972227167	2.978128479181211	2CK2_B	0.0	0.014698158718415354
1681	-0.0008548237058355551	33	-1.0960343972227167	2.978128479181211	3EZW_H	0.0	0.000854458448135889
1682	-0.014632325860560347	1	-1.0960343972227167	2.978128479181211	7VCR_D	0.0	0.014525793618310112
1683	-0.009731055931999707	2	-1.0960343972227167	2.978128479181211	3K8U_A	0.0	0.00968386241220674
1684	-0.014632325860560347	1	-1.0960343972227167	2.978128479181211	2PQS_D	0.0	0.014525793618310112
1685	-0.27088746862547997	5	-1.1041134037272917	2.9764352987962166	3DL2_B	0.0	0.23729768048355668
1686	-0.04921626590096416	15	-1.102944970101399	2.9767602096456987	3LMT_F	0.0	0.04802477234579235
1687	-0.009731055931999707	2	-1.102944970101399	2.9767602096456987	5DMD_B	0.0	0.00968386241220674
1688	-0.010493420985670248	88	-1.1028629816033537	2.9767731103242023	6HG5_D	0.0	0.01043855711460362
1689	-0.0669108717457689	47	-1.1029373651450862	2.9767914810744376	4A2D_A	0.0	0.06472144263292946
1690	-0.026813387855133174	75	-1.1029149938933325	2.9768014992330323	6NPF_F	0.0	0.02645710049738683
1691	-0.0007451900784176738	38	-1.1029149938933325	2.9768014992330323	2JJO_A	0.0	0.0007449124932466724
1692	-0.01442367334069077	211	-1.1029165208637088	2.9768019398417604	3NMI_F	0.0	0.014320150488649533
1693	-0.05228621738969628	19	-1.1028679523057885	2.9768285856833665	3CKN_A	0.0	0.05094280870635358
1694	-0.029481940049237265	0	-1.1028679523057885	2.9768285856833665	2NQW_A	0.0	0.029051587236620224
1695	-0.014632325860560347	1	-1.1028679523057885	2.9768285856833665	3FG7_B	0.0	0.014525793618310112
1696	-0.004158862841899563	6	-1.1028679523057885	2.9768285856833665	6ISV_B	0.0	0.004150226748088603
1697	-0.0006604814161242933	43	-1.1028679523057885	2.9768285856833665	1XR7_B	0.0	0.0006602633462868232
1698	-0.00024212587040809523	119	-1.1028679523057885	2.9768285856833665	5IIH_A	0.0	0.00024209656030516852
1699	-0.0015302010679082057	18	-1.1028679523057885	2.9768285856833665	4WS1_A	0.0	0.001529030907190538
1700	-0.029481940049237265	0	-1.1028679523057885	2.9768285856833665	2APL_A	0.0	0.029051587236620224
1701	-0.029481940049237265	0	-1.1028679523057885	2.9768285856833665	7SJY_B	0.0	0.029051587236620224
1702	-0.0007854864471445902	36	-1.1028679523057885	2.9768285856833665	4MQP_B	0.0	0.0007851780334221682
1703	-0.0032331752199965336	8	-1.1028679523057885	2.9768285856833665	3HBE_X	0.0	0.003227954137402247
1704	-0.0013843667095926608	20	-1.1028679523057885	2.9768285856833665	1E3D_D	0.0	0.0013834089160295344
1705	-0.005845706807374644	728	-1.1028864440129162	2.9768242086071046	5APC_A	0.0	0.005828653908265985
1706	-0.020937871367052965	1677	-1.1028768376159397	2.976824568102416	3ESV_G	0.0	0.020720196005000274
1707	-0.004680204769481484	168	-1.1027953024119626	2.976828005492827	3S05_D	0.0	0.0046692696772809615
1708	-0.028811067514866257	108	-1.1028405944872495	2.976822384057688	1A33_A	0.0	0.028399986067981345
1709	-0.00019764937649824783	146	-1.1028405944872495	2.976822384057688	6WE2_B	0.0	0.00019762984514707635
1710	-0.0012639108875106906	22	-1.1028405944872495	2.976822384057688	1E3W_D	0.0	0.0012631124885487054
1711	-0.0012639108875106906	22	-1.1028405944872495	2.976822384057688	6Z9N_D	0.0	0.0012631124885487054
1712	-0.09760775785147069	11	-1.1034424857593488	2.976692253492205	5OL7_A	0.0	0.09299540057725268
1713	-0.009731055931999707	2	-1.1034424857593488	2.976692253492205	6YB3_D	0.0	0.00968386241220674
1714	-0.007289400049020426	3	-1.1034424857593488	2.976692253492205	2YG2_B	0.0	0.007262896809155056
1715	-0.0032331752199965336	8	-1.1034424857593488	2.976692253492205	5DJ3_D	0.0	0.003227954137402247
1716	-0.012142648249292965	139	-1.103276856241462	2.9767147942692813	6R39_A	0.0	0.012069223785663137
